apls_count,atss_count,bloc_count,bloc_count_relative,cloc_count,cloc_count_relative,dpt_count,etp_count,file,loc_count,nbeh_count,nbeh_count_relative,nbl_count,ncd_count,ncmd_count,nco_count,ndk_count,ndk_count_occurrences,ndm_count,ndm_count_occurrences,nemd_count,nemd_count_relative,nfl_count,nfmd_count,nfmd_count_relative,nicd_count,nierr_count,nimpp_count,nimpr_count,nimpt_count,ninc_count,nincr_count,ninct_count,nincv_count,niu_count,nkeys_count,nlk_count,nlo_count,nlp_count,nmd_count,nmo_count,nnnv_count,nnnv_count_relative,nnwv_count,nnwv_count_relative,npl_count,npnn_count,npnn_count_relative,npun_count,npun_count_relative,npvr_count,nrgv_count,nrl_count,nrvr_count,nscm_count,nsh_count,ntkn_count,ntnn_count,ntnn_count_relative,nts_count,ntun_count,ntun_count_relative,ntvr_count,nun_count,nun_count_relative,nvr_count,y
,90,1,0.01,1,0.01,4,-5.96,oVirt__ovirt-ansible__193fa25258be84ab47b83c6acbf80a7457e4cc3d__roles_ovirt-vm-infra_tasks_main.yml,90,1,1,1,45,0,4,0,0,0,0,2,1,24,0,0,0,0,0,0,0,0,1,0,0,,81,0,1,5,0,0,9,0.75,3,0.25,,,,,,,,,,0,0,320,1,1,1,0,0,33,12,1,,0
,8,0,0,1,0.04,2,-4.31,New-Edge-Engineering__ansible-rundeck__085c41b9ae1c05337f05bbaf04a360266097dfbb__tasks_install_redhat.yml,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16,0,0,0,2,0,5,1,0,0,,,,,,,,,,0,0,46,0,0,3,1,0.33,1,3,0.6,,0
,13,0,0,1,0.04,1,-5.34,Oefenweb__ansible-wordpress__edfa983c92f3f82e4ad9e2b6bdef4c559538d2e5__tasks_themes.yml,23,0,0,0,8,0,2,0,0,0,0,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,,19,0,2,3,1,0,3,1,0,0,,,,,,,,,,0,3,93,0,0,3,3,1,5,3,1,,0
,9,0,0,4,0.05,3,-7.1,dev-sec__ansible-ssh-hardening__b429a9636e0fad7f0646943527e7eec4bdf6ca40__tasks_main.yml,82,0,0,1,32,1,12,0,0,0,0,2,0.17,0,0,0,0,0,0,0,0,0,0,0,1,,73,0,6,3,5,0,19,1,0,0,,,,,,,,,,0,3,398,1,0.09,11,7,0.64,13,16,0.84,,0
,5,0,0,3,0.05,1,-6.51,dev-sec__ansible-ssh-hardening__4e3d09f15e16d00591554b0f9de738322660309f__tasks_main.yml,57,0,0,0,41,1,30,1,2,0,0,4,0.22,0,0,0,0,0,0,0,0,0,0,0,1,,53,0,27,2,8,0,14,1,0,0,,,,,,,,,,0,6,359,0,0,14,14,1,6,14,1,,0
,7,0,0,1,0.03,2,-5.8,rak8s__rak8s__05dc0e66fda9f9439c3f7f69bd399c04a4189c28__roles_common_tasks_main.yml,40,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,30,0,0,0,3,0,5,1,0,0,,,,,,,,,,0,1,83,0,0,5,5,1,2,5,1,,0
,4,0,0,9,0.16,1,-5.71,elastic__ansible-elasticsearch__5e1873ca68f18dc949421cf04b343ae4a0433f62__tasks_elasticsearch-config.yml,55,0,0,0,21,0,6,0,0,0,0,2,0.11,0,0,0,0,0,0,0,0,0,0,0,0,,49,0,4,2,2,0,17,1,0,0,,,,,,,,,,0,0,246,0,0,17,13,0.76,13,13,0.76,,0
,6,0,0,1,0.01,2,-6.77,iiab__iiab__babfd7563abceb239d73a263f752dcda1486329a__roles_pbx_tasks_freepbx.yml,131,0,0,0,35,1,2,1,1,0,0,1,0.04,1,0,0,0,0,0,0,0,1,0,0,0,,127,0,2,1,14,0,19,0.7,8,0.3,,,,,,,,,,0,0,498,0,0,22,22,1,16,27,1,,0
188,4,0,0,4,0.03,3,-6.22,geerlingguy__drupal-vm__44c8650fb267c2388d9a6bcfc6af128e312de186__provisioning_playbook.yml,120,0,0,0,62,0,43,0,0,0,0,8,0.31,7,0,0,0,0,0,0,0,13,1,0,1,0,145,1,7,5,5,0,6,1,0,0,1,1,1,0,0,0,0,38,0,0,0,459,12,0.67,18,6,0.33,9,6,1,0,0
,3,0,0,0,0,1,-5.11,roots__trellis__8e7fe9e75620032dc87aaaf28329a4471e3fc52c__roles_composer_tasks_main.yml,11,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,0,0,0,3,0,4,1,0,0,,,,,,,,,,0,0,51,0,0,4,4,1,2,4,1,,0
,12,0,0,1,0.05,2,-4.99,openfun__arnold__90a4aa43b0e68a1b8301e97b71825b09f685d36c__tasks_deploy_patch_route.yml,20,0,0,0,12,0,4,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,,20,0,2,2,0,0,0,0,2,1,,,,,,,,,,0,0,102,0,0,2,2,1,6,2,1,,0
24,5,0,0,2,0.09,5,-5.74,openfun__arnold__c48de4224c9a03f55a2b4e7e04ba588343b14b49__create_project.yml,23,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,23,0,0,0,3,0,2,0.67,1,0.33,1,1,1,0,0,0,1,0,0,0,0,74,2,0.5,4,2,0.5,4,3,1,0,0
,9,0,0,0,0,2,-4.13,rhevm-qe-automation__ovirt-ansible__dec52eef3bcc388f50088f78b41d63881d1991ef__roles_ovirt-guest-agent_tasks_main.yml,9,0,0,0,3,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,,7,0,0,1,1,0,0,0,2,1,,,,,,,,,,0,0,25,0,0,1,1,1,2,2,1,,0
,13,0,0,1,0.01,3,-5.83,ceph__ceph-ansible__105f4d09e72f0e089562bcd978e27bc148b85bd4__roles_ceph-container-common_tasks_pre_requisites_prerequisites.yml,98,0,0,4,10,0,8,0,0,0,0,4,0.57,0,0,0,0,0,0,0,0,0,0,2,0,,81,0,0,0,3,0,24,1,0,0,,,,,,,,,,0,0,234,0,0,7,7,1,1,22,0.92,,0
,2,0,0,0,0,1,-4.88,dev-sec__ansible-os-hardening__a9d0804860ad6b7c088e3bdd2cc339d867f47c6a__tasks_main.yml,30,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,,30,0,2,0,2,0,1,1,0,0,,,,,,,,,,0,0,79,12,0.92,13,1,0.08,1,1,1,,0
,6,0,0,0,0,3,-6.38,lae__ansible-role-netbox__f958689395b3fc98cacf0c605ed7b8b4b19718da__tasks_deploy_netbox.yml,82,0,0,1,30,0,3,0,0,0,0,2,0.14,1,0,0,6,0,0,0,0,2,0,0,0,,71,0,2,1,7,0,13,1,0,0,,,,,,,,,,0,1,282,3,0.23,13,10,0.77,10,13,1,,0
,4,0,0,0,0,2,-6.12,dev-sec__ansible-os-hardening__0ab4db4228d079de05b484a29fa6195ab60640a4__tasks_user_accounts.yml,27,0,0,0,9,1,4,0,0,0,0,1,0.12,5,0,0,1,0,0,0,0,0,0,0,0,,26,0,3,1,4,0,7,1,0,0,,,,,,,,,,0,1,133,0,0,7,7,1,8,7,1,,0
,6,0,0,28,0.17,2,-6.93,iiab__iiab__7edb55c9d64392a601c279e7cf840369793f4707__roles_0-init_tasks_main.yml,164,0,0,0,57,0,16,0,0,0,0,2,0.06,2,0,0,0,1,0,0,0,0,0,3,0,,164,0,10,2,8,0,29,1,0,0,,,,,,,,,,0,1,552,0,0,29,29,1,49,29,1,,0
,6,0,0,0,0,2,-5.86,roots__trellis__632bbe84497584cf25ea3556b987a6cb63aec31b__roles_deploy_hooks_finalize-after.yml,41,0,0,0,17,5,3,1,6,0,0,1,0.12,2,0,0,0,0,0,0,0,0,0,0,0,,39,0,6,1,3,0,7,1,0,0,,,,,,,,,,0,1,178,0,0,7,7,1,6,7,1,,0
,7,0,0,18,0.21,3,-5.4,CentOS-PaaS-SIG__linchpin__c89c2b5c6a6fd1ad9ef0c9cb7adcf53fd4f8d76d__provision_roles_output_writer_tasks_main.yml,85,0,0,0,62,0,16,0,0,0,0,1,0.08,41,0,0,0,0,0,0,0,1,0,0,1,,83,0,6,1,6,0,11,1,0,0,,,,,,,,,,0,0,416,1,0.08,12,11,0.92,26,11,1,,0
,5,0,0,23,0.22,2,-7.13,iiab__iiab__b439ef36d4ecb70095988b1c2f0e023871effb49__roles_1-prep_tasks_main.yml,103,0,0,0,21,3,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,,100,0,9,0,13,0,27,0.96,1,0.04,,,,,,,,,,3,4,355,1,0.05,22,21,0.95,12,28,1,,0
,7,0,0,0,0,3,-6.32,redhat-cop__casl-ansible__a086f1aed1e553ab4fb750a90b0d0a6ca3cd00c7__playbooks_openshift_prep-inventory.yml,71,0,0,0,21,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,,49,1,0,0,1,0,10,1,0,0,,,,,,,,,,0,0,224,0,0,10,10,1,19,10,1,,0
,11,0,0,0,0,2,-5.89,iiab__iiab__26e4b768b086e3f8edf83d7f54e9088bf427badc__roles_transmission_tasks_main.yml,86,0,0,0,30,0,4,0,0,0,0,3,0.27,0,0,0,0,2,0,0,0,0,0,0,0,,80,0,5,3,6,0,11,0.92,1,0.08,,,,,,,,,,0,1,271,0,0,8,8,1,17,9,0.75,,0
,8,0,0,0,0,2,-5.54,EMCECS__ECS-CommunityEdition__8bbaa15e8a4216390a75e164bb2cd9126317414f__ui_ansible_roles_installer_build_cache_tasks_main.yml,29,0,0,0,23,0,18,1,2,0,0,2,0.33,0,0,0,0,0,0,0,0,0,0,0,1,,23,0,12,2,3,0,3,1,0,0,,,,,,,,,,0,2,167,1,0.25,4,3,0.75,11,3,1,,0
,4,0,0,1,0.02,2,-5.68,CSCfi__fgci-ansible__ba79c2af736ef34960a94cd3226ec8f0e019787e__roles_provision_vm_tasks_main.yml,50,0,0,0,26,6,1,1,1,0,0,3,0.2,0,0,0,0,1,0,0,0,0,0,0,0,,51,0,0,0,4,0,12,1,0,0,,,,,,,,,,0,0,228,0,0,12,12,1,8,12,1,,0
,6,0,0,0,0,2,-5.69,StackStorm__ansible-st2__242195b81358817ae95afb1f353f1299bb958e71__roles_bwc_tasks_license.yml,45,0,0,0,13,1,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,,45,0,2,0,6,0,8,1,0,0,,,,,,,,,,0,0,175,0,0,8,8,1,7,8,1,,0
,6,0,0,0,0,2,-5.55,nginxinc__ansible-role-nginx__fd2e13bd69952fa4bed6e7c04a0527f2dec02411__tasks_conf_template-config.yml,48,0,0,0,14,0,0,0,0,0,0,2,0.2,4,0,0,0,0,0,0,0,0,0,0,0,,46,0,2,2,4,0,8,1,0,0,,,,,,,,,,0,0,176,0,0,8,8,1,2,8,1,,0
,7,0,0,2,0.03,2,-5.88,StackStorm__ansible-st2__5074f536ccc8c187252fb6f937fcea6d25de540a__roles_st2_tasks_main.yml,66,0,0,0,12,0,6,0,0,0,0,2,0.17,0,0,0,2,0,0,0,0,5,0,0,0,,58,0,1,2,3,0,13,0.87,2,0.13,,,,,,,,,,0,0,203,0,0,10,10,1,7,13,0.87,,0
,13,0,0,14,0.38,3,-6.02,ansible-community__ara__9df768c413029870475a4571b21db886b3291c75__roles_ara_api_tasks_wsgi_server_gunicorn.yaml,37,0,0,2,7,0,2,0,0,0,0,2,0.67,2,0,0,0,0,0,0,0,0,0,0,0,,36,0,0,0,1,0,9,1,0,0,,,,,,,,,,2,0,135,2,0.67,3,1,0.33,3,9,1,,0
,16,0,0,0,0,2,-5.33,debops__debops__ed98e44a4f47afb6edb908f9767d6356d798863a__ansible_roles_debops.users_tasks_resources.yml,62,0,0,0,57,0,4,0,0,0,0,4,0.5,21,0,0,0,0,0,0,0,0,0,0,0,,46,0,17,4,2,0,4,1,0,0,,,,,,,,,,0,0,272,0,0,4,4,1,15,4,1,,0
,5,0,0,6,0.06,2,-6.28,gc3-uzh-ch__elasticluster__6607f57dd8d99313de8bf8889169da7fc94f045b__elasticluster_share_playbooks_roles_slurm-common_tasks_main.yml,95,0,0,0,13,1,0,0,0,0,0,4,0.24,0,0,0,0,0,0,0,0,2,0,0,0,,50,0,0,4,8,0,11,0.92,1,0.08,,,,,,,,,,0,0,171,1,0.08,13,12,0.92,5,12,1,,0
,9,0,0,1,0.05,2,-5.27,iiab__iiab__babfd7563abceb239d73a263f752dcda1486329a__roles_network_tasks_hosts.yml,22,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,22,0,6,0,1,0,3,1,0,0,,,,,,,,,,1,0,120,0,0,3,3,1,2,3,1,,0
,9,0,0,0,0,2,-6.55,iiab__iiab__5c9ad5a9b451575b838963594b87293cbbac829d__roles_kolibri_tasks_main.yml,87,0,0,0,30,0,1,0,0,0,0,5,0.33,0,0,0,0,2,0,0,0,0,0,0,0,,82,0,1,5,7,0,12,0.75,4,0.25,,,,,,,,,,0,2,332,0,0,10,10,1,21,11,0.69,,0
,8,0,0,0,0,2,-4.69,StackStorm__ansible-st2__284635055b4ad5e385a1baebea7ccc45d26c57f5__roles_mongodb_tasks_mongodb_yum.yaml,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,25,0,0,0,4,0,5,1,0,0,,,,,,,,,,0,0,63,1,0.25,4,3,0.75,0,5,1,,0
,7,0,0,0,0,2,-4.25,lean-delivery__ansible-role-java__008766c3ff0b738fc1bedaa09e3b74aa9ec87016__tasks_Win32NT_install_package.yml,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,0,0,0,1,0,1,1,0,0,,,,,,,,,,0,0,28,0,0,1,1,1,4,1,1,,0
,3,0,0,3,0.16,2,-5.45,geerlingguy__drupal-vm__ac1d318f94aad36788750d36a487077cce753b5a__provisioning_roles_geerlingguy.ruby_tasks_main.yml,19,0,0,0,9,0,5,0,0,0,0,1,0.14,0,0,0,0,0,0,0,0,3,0,0,0,,19,0,2,1,3,0,3,1,0,0,,,,,,,,,,0,0,71,3,0.5,6,3,0.5,3,3,1,,0
,5,0,0,1,0.03,2,-5.54,nusenu__ansible-relayor__c25e1f96cb3a91dfef803f4de935c51c597bd19d__handlers_main.yml,33,0,0,0,8,1,6,0,0,0,0,1,0.12,0,0,0,0,0,0,0,0,0,0,0,0,,32,0,1,1,5,0,8,0.89,1,0.11,,,,,,,,,,1,1,117,0,0,7,7,1,3,9,1,,0
,6,0,0,7,0.17,2,-5.79,sensu__sensu-ansible__45f0f4f49458ec15e4810a4ec241a19f8ac22eac__tasks_Amazon_rabbit.yml,42,0,0,0,8,1,0,1,1,0,0,1,0.12,0,0,0,0,0,0,0,0,0,0,0,1,,38,0,0,1,5,0,11,1,0,0,,,,,,,,,,1,0,117,1,0.14,7,6,0.86,7,11,1,,0
,4,0,0,0,0,2,-5.69,iiab__iiab__1dda6adf6d7517a211e75312ede93ad5ea0da807__roles_network_tasks_dhcpd.yml,45,0,0,0,10,1,1,0,0,0,0,1,0.11,0,0,0,0,0,0,0,0,0,0,0,0,,29,0,1,1,6,0,8,1,0,0,,,,,,,,,,0,0,106,0,0,8,6,0.75,4,6,0.75,,0
,6,0,0,5,0.03,2,-6.84,RocketChat__Rocket.Chat.Ansible__574126550bb2c740bfdadb4f1fc8f7e363e0ebcd__tasks_main.yml,170,0,0,0,52,0,9,1,1,0,0,2,0.06,2,0,0,0,0,0,0,0,4,0,0,2,,152,0,1,2,17,0,26,0.9,3,0.1,,,,,,,,,,0,2,540,7,0.24,29,22,0.76,23,27,0.93,,0
8,10,0,0,1,0.07,3,-4.73,redhat-cop__casl-ansible__1958b69e058846aaf4e6800f9f9d302d134a85fa__playbooks_openshift_cinder-registry.yml,15,0,0,0,4,0,1,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,1,0,1,1,0,0,2,2,1,0,0,0,0,1,0,0,0,32,0,0,1,1,1,5,1,1,0,0
,38,0,0,0,0,4,-6.13,ansible-ThoTeam__nexus3-oss__a1728e1dab111eb27fef9ab7e67632f97919bfd4__tasks_call_script.yml,40,1,1,1,11,0,2,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,,35,0,1,0,0,0,5,0.83,1,0.17,,,,,,,,,,0,0,168,1,1,1,0,0,10,6,1,,0
,7,0,0,0,0,2,-5.28,DataDog__ansible-datadog__af94c80114cb0c2bc05ab3032869992f81b2949f__tasks_agent5.yml,27,0,0,0,9,0,2,0,0,0,0,1,0.2,1,0,0,0,0,0,0,0,0,0,0,0,,27,0,3,1,2,0,6,1,0,0,,,,,,,,,,0,0,87,0,0,4,4,1,4,4,0.67,,0
9,8,0,0,1,0.03,2,-5.57,CentOS-PaaS-SIG__linchpin__950542f06959a60db1c9e4eff5dc245065605a8c__provision_site.yml,38,0,0,0,11,0,9,0,0,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,41,0,1,1,1,0,6,1,0,0,5,0,0,5,1,0,0,10,0,0,0,143,0,0,1,1,1,2,6,1,0,0
,6,0,0,0,0,2,-4.92,gantsign__ansible-role-visual-studio-code__26e0373578cf353e6674b0bbe718885e21df5b9d__tasks_install-zypper.yml,23,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,23,0,0,0,3,0,5,0.83,1,0.17,,,,,,,,,,0,0,61,0,0,4,4,1,0,6,1,,0
,5,0,0,20,0.47,2,-6.23,iiab__iiab__244cef6dfaa6be05f2ce4e68115c6c1ff8490e3c__roles_kalite_tasks_install.yml,43,0,0,0,13,0,2,0,0,0,0,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,,33,0,4,2,6,0,8,1,0,0,,,,,,,,,,0,0,163,0,0,8,8,1,10,8,1,,0
,8,0,0,5,0.04,2,-6.87,iiab__iiab__d54856ed5a702399bd6f5069e20826a42243602d__roles_kolibri_tasks_main.yml,115,0,0,0,49,2,5,0,0,0,0,3,0.16,0,0,0,0,3,0,0,0,0,0,0,0,,111,0,5,3,8,0,13,0.57,10,0.43,,,,,,,,,,0,3,505,0,0,16,16,1,22,18,0.78,,0
,5,0,0,12,0.8,2,-5.21,ansible-community__ara__052f28a9a2077a6e2941268ba8ceb01d0914578c__roles_ara_api_tasks_install_source.yaml,15,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,15,0,0,0,3,0,3,0.75,1,0.25,,,,,,,,,,0,0,66,0,0,3,3,1,6,4,1,,0
,4,1,0.12,1,0.12,1,-4.3,elastic__ansible-elasticsearch__5e1873ca68f18dc949421cf04b343ae4a0433f62__handlers_main.yml,8,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,6,0,0,0,2,0,2,1,0,0,,,,,,,,,,0,0,21,0,0,2,2,1,2,2,1,,0
,5,0,0,0,0,2,-5.52,roots__trellis__308b55a95495182b363bf8d58ed7959b18c08a0b__roles_wordpress-setup_tasks_main.yml,28,0,0,0,12,0,1,0,0,0,0,3,0.33,1,0,0,0,0,0,0,0,3,0,0,0,,28,0,2,3,3,0,3,0.75,1,0.25,,,,,,,,,,0,0,102,3,0.5,6,3,0.5,5,4,1,,0
,11,0,0,0,0,2,-5.47,geerlingguy__ansible-role-security__3390a4e60b049970ffa25f1e3eb27312a1be9349__tasks_ssh.yml,32,0,0,0,12,0,2,0,0,0,0,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,,32,0,0,3,1,0,3,1,0,0,,,,,,,,,,0,0,119,0,0,3,3,1,7,3,1,,0
,6,0,0,7,0.17,2,-5.78,sensu__sensu-ansible__66b8442074a9c15691ef7167145e2d28a669ea51__tasks_CentOS_rabbit.yml,42,0,0,0,8,1,0,1,1,0,0,1,0.12,0,0,0,0,0,0,0,0,0,0,0,1,,38,0,0,1,5,0,11,1,0,0,,,,,,,,,,1,0,117,1,0.14,7,6,0.86,7,11,1,,0
,13,0,0,1,0.04,2,-5.11,CentOS-PaaS-SIG__linchpin__5f252b5786573a001fb59dae0ac7f5dcc15ae2eb__linchpin_provision_roles_aws_tasks_teardown_aws_ec2.yml,25,0,0,0,16,0,3,0,0,0,0,1,0.33,2,0,0,0,0,0,0,0,0,0,0,0,,17,0,2,1,2,0,2,1,0,0,,,,,,,,,,0,0,86,0,0,2,2,1,14,2,1,,0
,5,0,0,0,0,2,-6.08,lean-delivery__ansible-role-java__97e66626bce68b15b9b9fa8d1523be5fa503cc37__tasks_win_fetch_oracle-fallback.yml,78,0,0,0,13,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,,58,0,2,0,6,0,13,0.87,2,0.13,,,,,,,,,,0,0,298,0,0,15,13,0.87,18,13,0.87,,0
,9,0,0,1,0.03,2,-5.53,Oefenweb__ansible-percona-server__9a4f9954e8d20ceeb2824004d6fef250b1f38f0e__tasks_repository.yml,36,0,0,0,7,0,3,0,0,0,0,2,0.33,2,0,0,0,0,0,0,0,0,0,0,0,,30,0,1,2,4,0,4,0.8,1,0.2,,,,,,,,,,0,0,97,0,0,4,4,1,7,5,1,,0
,5,0,0,2,0.2,2,-5.06,StackStorm__ansible-st2__a9b7ad9a72e694ec55b80afd47fb7c7e0c5f2464__roles_st2_tasks_version.yml,10,0,0,0,3,1,2,0,0,0,0,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,,10,0,0,1,2,0,2,1,0,0,,,,,,,,,,0,0,45,0,0,2,2,1,4,2,1,,0
,6,0,0,10,0.1,2,-6.1,New-Edge-Engineering__ansible-rundeck__085c41b9ae1c05337f05bbaf04a360266097dfbb__tasks_main.yml,99,0,0,0,16,0,10,0,0,0,0,1,0.06,3,0,0,0,0,0,0,0,8,0,0,0,,77,0,0,1,7,0,11,1,0,0,,,,,,,,,,0,1,263,8,0.47,17,9,0.53,7,11,1,,0
,4,0,0,23,0.13,2,-6.95,iiab__iiab-admin-console__017c11b61d973df9cd3ca1ac14569db508cc5d4c__roles_cmdsrv_tasks_main.yml,177,0,0,0,36,0,9,0,0,0,0,9,0.23,0,0,0,0,0,0,0,0,0,0,0,0,,103,0,8,9,9,0,29,1,0,0,,,,,,,,,,0,4,458,1,0.03,30,23,0.77,13,23,0.79,,0
,7,0,0,0,0,2,-6.3,roots__trellis__8e3ae1580c267dd221f92bb25e372b292a32a02b__roles_wordpress-install_tasks_main.yml,52,0,0,0,13,4,4,1,3,0,0,5,0.42,4,0,0,0,0,0,0,0,1,0,0,0,,35,0,2,5,4,0,6,1,0,0,,,,,,,,,,0,0,205,1,0.14,7,6,0.86,14,6,1,,0
,4,0,0,4,0.06,2,-5.55,iiab__iiab__f4c0e3b6914e9122025a010ba2d0819196abe0db__roles_4-server-options_tasks_main.yml,71,0,0,0,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,,67,0,1,0,5,0,26,1,0,0,,,,,,,,,,3,0,162,0,0,17,17,1,0,26,1,,0
,4,0,0,0,0,2,-6.11,dev-sec__ansible-os-hardening__402f9b508fd14d34176e96d7aa414933b889b615__tasks_user_accounts.yml,27,0,0,0,9,1,4,0,0,0,0,1,0.12,6,0,0,1,0,0,0,0,0,0,0,0,,26,0,3,1,4,0,7,1,0,0,,,,,,,,,,0,1,135,0,0,7,7,1,8,7,1,,0
,9,0,0,4,0.05,3,-7.11,dev-sec__ansible-ssh-hardening__97ba242d949d2a09fc3c6bbb8bf6a987c0afa2df__tasks_main.yml,81,0,0,1,32,1,12,0,0,0,0,2,0.17,0,0,0,0,0,0,0,0,0,0,0,1,,72,0,6,3,5,0,19,1,0,0,,,,,,,,,,0,3,396,1,0.09,11,7,0.64,13,16,0.84,,0
51,8,0,0,0,0,5,-5.62,gantsign__ansible-role-visual-studio-code__26e0373578cf353e6674b0bbe718885e21df5b9d__molecule_default_playbook.yml,50,0,0,0,5,0,3,0,0,0,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,1,3,0,8,0.89,1,0.11,1,0,0,1,1,0,0,1,0,0,0,100,0,0,3,3,1,1,9,1,0,0
,5,0,0,0,0,1,-5.9,elastic__ansible-elasticsearch__5e1873ca68f18dc949421cf04b343ae4a0433f62__tasks_elasticsearch-RedHat.yml,22,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,,22,0,2,0,3,0,5,1,0,0,,,,,,,,,,0,0,115,0,0,5,5,1,6,5,1,,0
,12,0,0,0,0,2,-5.66,CentOS-PaaS-SIG__linchpin__50ef30996770b8c118b048d2674ae4e3c67e839e__linchpin_provision_roles_openstack_tasks_provision_os_server.yml,163,0,0,0,108,0,13,0,0,0,0,1,0.07,68,0,0,0,0,0,0,0,0,0,0,0,,156,0,6,7,4,0,14,0.78,4,0.22,,,,,,,,,,0,0,700,0,0,14,14,1,47,16,0.89,,0
,24,0,0,0,0,3,-5.66,cloudalchemy__ansible-grafana__44e07b472f9638aea1092c60f41b70d78a40c26d__tasks_datasources.yml,52,0,0,1,18,0,3,0,0,0,0,1,0.5,7,0,0,0,0,0,0,0,0,0,0,0,,43,0,1,2,1,0,4,1,0,0,,,,,,,,,,0,0,166,1,0.5,2,1,0.5,6,4,1,,0
10,,0,0,0,0,2,-4.3,roots__trellis__458110733c5a9136690a91a7e8e41db3deb79718__deploy.yml,10,,,,5,,0,0,0,,,,,0,,,0,,,,,,,,,0,9,0,0,,,0,1,1,0,0,1,0,0,1,1,4,0,1,0,0,,31,,,,,,,1,1,4,0
,7,0,0,22,0.46,2,-6.19,iiab__iiab__04c6102485196ad8be5c22ce2131c27beff91c22__roles_kalite_tasks_install.yml,48,0,0,0,18,0,2,0,0,0,0,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,,53,0,4,2,6,0,10,0.91,1,0.09,,,,,,,,,,0,1,186,0,0,8,8,1,11,9,0.82,,0
,8,0,0,0,0,2,-6.32,iiab__iiab__f4c0e3b6914e9122025a010ba2d0819196abe0db__roles_network_tasks_squid.yml,94,0,0,0,26,1,1,0,0,0,0,4,0.29,0,0,0,0,0,0,0,0,0,0,1,0,,69,0,1,4,8,0,9,1,0,0,,,,,,,,,,0,0,285,1,0.1,10,9,0.9,13,9,1,,0
,14,0,0,1,0.01,4,-5.87,ceph__ceph-ansible__c89855d4518abd3551d44b2661c5294ea8442ef3__roles_ceph-container-common_tasks_pre_requisites_prerequisites.yml,102,0,0,3,11,0,10,0,0,0,0,3,0.43,0,0,0,0,0,0,0,0,0,0,2,0,,85,0,2,0,4,0,25,1,0,0,,,,,,,,,,0,0,248,0,0,7,7,1,1,23,0.92,,0
22,5,0,0,1,0.02,3,-6.15,ansible-ThoTeam__nexus3-oss__e14b5a521cae632ac6866ce9200d703b8e700e9d__molecule_sync-nexus-package.yml,41,0,0,0,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,41,3,0,0,5,0,8,1,0,0,2,0,0,2,1,3,1,0,0,0,0,155,0,0,6,6,1,5,8,1,3,0
,3,0,0,0,0,1,-4.99,dev-sec__ansible-os-hardening__0ab4db4228d079de05b484a29fa6195ab60640a4__tasks_rhosts.yml,10,0,0,0,2,1,0,0,0,0,0,1,0.25,1,0,0,0,0,0,0,0,0,0,0,0,,10,0,0,1,2,0,3,1,0,0,,,,,,,,,,0,0,55,0,0,3,3,1,3,3,1,,0
