,atss_count,bloc_count,cloc_count,dpt_count,etp_count,loc_count,nbeh_count,nbl_count,ncd_count,ncmd_count,nco_count,ndk_count,ndk_count_occurrences,ndm_count,ndm_count_occurrences,nemd_count,nfl_count,nfmd_count,nicd_count,nierr_count,nimpr_count,nimpt_count,ninc_count,nincr_count,ninct_count,nincv_count,nkeys_count,nlk_count,nlo_count,nlp_count,nmd_count,nnnv_count,nnwv_count,nsh_count,ntkn_count,ntnn_count,nts_count,ntun_count,ntvr_count,nun_count,clusters
902,7.0,0,2,2,-5.17,87,0.0,0.0,28,0.0,0,0,0,0.0,0.0,0.0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,0,0,0.0,3.0,13,5,0.0,269,0.0,13.0,5.0,6.0,5.0,1
903,3.0,0,0,1,-4.72,26,0.0,0.0,5,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0.0,3.0,9,0,3.0,107,0.0,9.0,9.0,1.0,9.0,0
904,4.0,0,0,2,-4.08,8,0.0,0.0,1,1.0,0,0,0,0.0,0.0,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0.0,2.0,3,0,0.0,28,0.0,2.0,2.0,0.0,3.0,0
905,7.0,0,1,2,-6.92,138,0.0,0.0,60,0.0,4,0,0,0.0,0.0,2.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127,0,7,2.0,11.0,11,15,0.0,534,0.0,21.0,21.0,20.0,24.0,3
906,7.0,0,0,3,-3.66,7,0.0,1.0,0,0.0,0,1,1,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,1,0,0.0,14,1.0,1.0,0.0,0.0,1.0,0
907,2.0,0,0,1,-2.81,2,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0,0,0.0,1.0,1,0,0.0,7,0.0,1.0,1.0,1.0,1.0,0
908,8.0,3,4,2,-6.8,130,0.0,0.0,58,2.0,11,1,1,0.0,0.0,0.0,3,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110,0,14,0.0,7.0,17,4,3.0,562,0.0,17.0,17.0,22.0,21.0,3
909,1.0,0,0,1,-2.0,1,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,1.0,0,0,0.0,4,1.0,1.0,0.0,1.0,0.0,0
910,12.0,0,0,2,-5.11,35,0.0,0.0,17,1.0,8,0,0,0.0,0.0,3.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,0,3.0,3.0,3,0,0.0,106,0.0,3.0,3.0,7.0,3.0,0
911,7.0,0,0,2,-6.45,97,0.0,0.0,28,0.0,4,0,0,0.0,0.0,2.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95,0,5,2.0,4.0,9,5,0.0,311,0.0,13.0,13.0,13.0,14.0,1
912,6.0,0,0,2,-4.8,70,0.0,0.0,6,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,0,0,0.0,2.0,18,0,0.0,141,0.0,12.0,6.0,4.0,6.0,4
913,8.0,0,0,2,-5.92,146,0.0,0.0,68,0.0,15,0,0,0.0,0.0,13.0,7,0.0,0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,107,0,2,10.0,2.0,18,0,0.0,517,0.0,18.0,18.0,26.0,18.0,3
914,5.0,0,0,2,-3.62,5,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0.0,1.0,2,0,0.0,16,0.0,1.0,1.0,0.0,2.0,0
915,12.0,0,0,2,-5.61,207,0.0,0.0,44,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148,0,0,0.0,2.0,18,0,0.0,616,0.0,18.0,18.0,5.0,18.0,3
916,4.0,0,0,2,-6.31,140,0.0,0.0,60,3.0,55,1,2,0.0,0.0,1.0,0,0.0,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,135,0,27,0.0,6.0,33,0,0.0,595,0.0,33.0,33.0,9.0,33.0,3
917,28.0,2,0,3,-6.16,57,0.0,1.0,26,0.0,3,0,0,0.0,0.0,1.0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49,0,0,1.0,1.0,11,0,0.0,235,2.0,2.0,0.0,19.0,11.0,1
918,11.0,0,0,2,-5.12,34,0.0,0.0,9,0.0,5,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,3,0.0,3.0,3,0,0.0,82,0.0,3.0,0.0,4.0,0.0,0
919,3.0,0,0,1,-4.32,6,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0.0,2.0,2,0,0.0,26,0.0,2.0,2.0,1.0,2.0,0
920,10.0,0,0,2,-3.75,10,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0.0,1.0,1,1,0.0,16,0.0,1.0,1.0,1.0,2.0,0
921,3.0,0,0,2,-5.38,19,0.0,0.0,8,0.0,2,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,15,0,1,0.0,4.0,3,0,0.0,81,4.0,7.0,3.0,3.0,3.0,0
922,10.0,1,0,2,-6.09,59,0.0,0.0,21,0.0,15,0,0,0.0,0.0,2.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,0,8,1.0,2.0,9,0,0.0,179,0.0,6.0,6.0,8.0,9.0,1
923,7.0,0,0,2,-5.39,34,0.0,0.0,17,0.0,2,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0,0,1.0,4.0,1,7,0.0,125,0.0,5.0,3.0,2.0,3.0,0
924,4.0,0,0,2,-5.79,36,0.0,0.0,16,1.0,1,0,0,0.0,0.0,2.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,33,0,0,2.0,6.0,6,2,0.0,137,2.0,8.0,6.0,16.0,8.0,0
925,3.0,0,0,1,-3.32,3,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,1.0,1,0,1.0,10,0.0,1.0,1.0,1.0,1.0,0
926,8.0,0,0,2,-5.58,416,0.0,0.0,78,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,252,0,0,0.0,2.0,54,25,0.0,1364,0.0,54.0,54.0,2.0,54.0,2
927,7.0,0,0,2,-4.83,20,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,0,0.0,2.0,5,1,0.0,56,0.0,3.0,3.0,0.0,6.0,0
928,6.0,0,0,2,-5.66,29,0.0,0.0,13,3.0,4,0,0,0.0,0.0,2.0,8,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,2,2.0,2.0,5,0,0.0,155,0.0,5.0,5.0,9.0,5.0,4
929,6.0,0,0,1,-4.0,11,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0.0,2.0,2,0,0.0,24,0.0,2.0,2.0,0.0,2.0,0
930,4.0,0,0,1,-5.22,11,0.0,0.0,3,3.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0.0,1.0,3,0,0.0,76,0.0,3.0,3.0,3.0,3.0,0
931,5.0,0,0,2,-5.21,27,0.0,0.0,5,0.0,1,0,0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,0,0.0,5.0,6,0,0.0,112,0.0,5.0,5.0,4.0,6.0,0
932,9.0,0,0,2,-5.83,43,0.0,0.0,8,0.0,1,0,0,0.0,0.0,2.0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0,0,2.0,5.0,5,0,0.0,95,0.0,5.0,5.0,3.0,5.0,0
933,1.0,0,0,1,-2.0,1,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,1.0,0,0,0.0,4,1.0,1.0,0.0,1.0,0.0,0
934,1.0,0,0,1,-2.0,1,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,1.0,0,0,0.0,4,1.0,1.0,0.0,1.0,0.0,0
935,7.0,0,0,2,-4.97,14,0.0,0.0,5,0.0,0,0,0,0.0,0.0,1.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,0,0.0,1.0,3,0,0.0,49,0.0,2.0,2.0,6.0,3.0,0
936,6.0,0,0,2,-5.01,23,0.0,0.0,7,0.0,4,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,0,0.0,2.0,3,1,0.0,67,0.0,4.0,4.0,1.0,4.0,0
937,6.0,0,0,3,-6.13,75,0.0,0.0,19,0.0,0,0,0,0.0,0.0,2.0,6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,0,0,2.0,5.0,9,2,0.0,224,4.0,13.0,5.0,8.0,7.0,1
938,3.0,0,0,2,-6.21,38,0.0,0.0,14,1.0,7,1,1,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,34,0,4,0.0,8.0,11,0,1.0,215,0.0,11.0,11.0,3.0,11.0,1
939,6.0,2,0,2,-5.49,28,0.0,0.0,11,2.0,5,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,6,0.0,4.0,5,0,0.0,100,0.0,5.0,5.0,5.0,5.0,0
940,16.0,0,0,2,-4.3,16,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,1.0,13,0,0.0,21,0.0,1.0,1.0,0.0,13.0,0
941,10.0,0,0,2,-5.43,20,0.0,0.0,5,1.0,2,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,0,0.0,1.0,3,0,0.0,60,0.0,2.0,2.0,3.0,3.0,0
942,8.0,4,0,2,-6.57,90,0.0,0.0,17,2.0,13,0,0,0.0,0.0,0.0,4,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,66,0,3,0.0,9.0,12,0,2.0,279,1.0,11.0,10.0,12.0,12.0,1
943,4.0,0,0,1,-4.52,9,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4,0,0,0.0,1.0,2,0,0.0,49,0.0,2.0,2.0,6.0,2.0,0
944,6.0,0,0,2,-5.08,18,0.0,0.0,9,0.0,1,0,0,0.0,0.0,2.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,0,2.0,2.0,3,0,0.0,70,0.0,3.0,1.0,5.0,1.0,0
945,5.0,0,0,2,-4.02,5,0.0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0.0,1.0,1,1,0.0,23,0.0,1.0,1.0,3.0,2.0,0
946,7.0,0,0,2,-5.8,81,0.0,0.0,17,0.0,0,0,0,0.0,0.0,6.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,0,0,6.0,4.0,11,0,1.0,254,0.0,11.0,11.0,4.0,11.0,1
947,3.0,0,0,1,-5.0,15,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,0,0.0,4.0,3,0,1.0,52,2.0,5.0,3.0,1.0,3.0,0
948,12.0,0,0,2,-6.1,116,0.0,0.0,55,6.0,4,0,0,0.0,0.0,2.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103,0,1,2.0,5.0,10,8,1.0,428,0.0,10.0,10.0,25.0,12.0,1
949,4.0,0,0,2,-3.17,4,0.0,0.0,1,0.0,0,1,1,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,0,0,0.0,1.0,0,0,0.0,9,1.0,1.0,0.0,3.0,0.0,0
950,3.0,0,0,2,-4.89,15,0.0,0.0,3,0.0,0,1,1,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,0,0.0,4.0,5,0,1.0,51,0.0,5.0,5.0,1.0,5.0,0
951,7.0,0,0,3,-4.06,7,0.0,1.0,1,0.0,0,1,1,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,1,0,0.0,18,1.0,1.0,0.0,1.0,1.0,0
952,2.0,0,0,1,-3.93,10,0.0,0.0,5,0.0,4,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10,0,1,0.0,2.0,1,0,0.0,33,4.0,5.0,1.0,0.0,1.0,0
953,8.0,0,0,2,-5.9,38,0.0,0.0,6,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0,0,3.0,5.0,5,1,0.0,105,0.0,5.0,5.0,2.0,6.0,0
954,9.0,9,0,2,-6.85,171,0.0,0.0,39,10.0,3,1,1,0.0,0.0,7.0,6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,0,1,7.0,4.0,20,0,1.0,656,0.0,20.0,18.0,31.0,18.0,3
955,12.0,1,0,3,-6.03,48,0.0,1.0,6,0.0,2,1,1,0.0,0.0,2.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,0,0,2.0,3.0,8,1,1.0,130,0.0,4.0,4.0,7.0,9.0,0
956,6.0,0,0,2,-5.12,23,0.0,0.0,10,0.0,0,0,0,0.0,0.0,0.0,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,0,0.0,2.0,4,0,0.0,82,0.0,4.0,4.0,17.0,4.0,0
957,9.0,0,0,3,-3.85,9,0.0,1.0,2,0.0,0,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8,0,0,0.0,0.0,2,0,0.0,17,1.0,1.0,0.0,1.0,2.0,0
958,2.0,0,0,2,-2.32,2,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,1.0,0,0,0.0,5,1.0,1.0,0.0,0.0,0.0,0
959,12.0,1,0,3,-6.7,109,1.0,1.0,21,1.0,3,1,1,0.0,0.0,2.0,15,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,0,0,0.0,6.0,13,3,0.0,364,0.0,9.0,9.0,15.0,14.0,1
960,6.0,0,0,2,-4.57,11,0.0,0.0,3,0.0,0,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,0,1.0,2.0,2,0,0.0,34,0.0,2.0,2.0,4.0,2.0,0
961,2.0,0,0,1,-3.18,9,0.0,0.0,4,0.0,4,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,9,0,0,0.0,1.0,0,0,0.0,26,5.0,5.0,0.0,0.0,0.0,0
962,4.0,0,0,2,-5.01,9,0.0,0.0,1,0.0,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9,0,0,0.0,2.0,2,0,0.0,35,0.0,2.0,2.0,0.0,2.0,0
963,4.0,0,0,2,-5.48,21,0.0,0.0,5,0.0,2,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,0,0.0,2.0,5,0,3.0,94,0.0,5.0,5.0,4.0,5.0,0
964,7.0,4,0,4,-6.46,366,0.0,1.0,46,0.0,1,0,0,0.0,0.0,1.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,0,0,0.0,4.0,62,26,0.0,1075,1.0,55.0,45.0,40.0,53.0,3
965,12.0,0,0,2,-5.07,24,0.0,0.0,4,0.0,0,0,0,0.0,0.0,2.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,0,2.0,2.0,2,1,0.0,62,0.0,2.0,2.0,2.0,3.0,0
966,24.0,0,0,3,-4.87,24,0.0,0.0,8,0.0,0,0,0,0.0,0.0,1.0,3,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0,0.0,0.0,2,0,0.0,59,0.0,1.0,1.0,9.0,2.0,0
967,5.0,0,0,2,-4.31,19,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0,0.0,2.0,4,0,0.0,44,0.0,4.0,0.0,2.0,0.0,0
968,4.0,0,0,2,-3.38,4,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,1.0,1,1,0.0,14,0.0,1.0,1.0,2.0,2.0,0
969,10.0,0,0,2,-4.7,10,0.0,0.0,6,0.0,0,0,0,0.0,0.0,1.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0.0,0.0,0,2,0.0,43,0.0,1.0,1.0,6.0,2.0,0
970,6.0,1,0,2,-5.99,44,0.0,0.0,16,2.0,3,0,0,0.0,0.0,1.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,0,1,1.0,5.0,7,4,0.0,166,0.0,7.0,7.0,10.0,11.0,4
971,8.0,0,0,2,-5.78,439,0.0,0.0,25,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,310,0,0,0.0,3.0,77,0,0.0,1217,0.0,52.0,52.0,3.0,53.0,2
972,12.0,0,0,2,-4.98,25,0.0,0.0,2,1.0,0,0,0,0.0,0.0,2.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0,2.0,2.0,2,1,0.0,60,0.0,2.0,2.0,1.0,3.0,0
973,4.0,0,0,2,-5.28,30,0.0,0.0,12,0.0,2,0,0,0.0,0.0,2.0,2,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,30,0,0,2.0,2.0,6,2,0.0,125,2.0,8.0,6.0,3.0,6.0,0
974,14.0,0,0,2,-5.17,14,0.0,0.0,8,0.0,3,0,0,0.0,0.0,1.0,6,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,2,1.0,1.0,1,1,0.0,61,0.0,1.0,1.0,4.0,2.0,0
975,1.0,0,0,1,-1.0,1,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,1.0,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0
976,5.0,0,0,4,-5.93,175,0.0,0.0,5,0.0,0,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,0,0,1.0,3.0,35,0,0.0,477,0.0,32.0,18.0,15.0,18.0,5
977,8.0,0,0,2,-5.82,202,0.0,0.0,57,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,162,0,0,0.0,4.0,26,3,0.0,653,0.0,26.0,26.0,12.0,27.0,3
978,4.0,0,0,2,-3.17,4,0.0,0.0,1,0.0,0,1,1,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,0,0,0.0,1.0,0,0,0.0,9,1.0,1.0,0.0,3.0,0.0,0
979,8.0,2,0,2,-4.92,24,0.0,0.0,9,0.0,2,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,0,0.0,2.0,5,0,0.0,77,0.0,3.0,3.0,4.0,3.0,0
980,5.0,0,0,2,-3.95,5,0.0,0.0,3,0.0,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0.0,1.0,1,0,0.0,18,0.0,1.0,1.0,2.0,1.0,0
981,1.0,0,0,1,-2.0,1,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,1.0,0,0,0.0,4,1.0,1.0,0.0,1.0,0.0,0
982,41.0,0,0,3,-5.06,41,0.0,1.0,5,0.0,7,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,5,0.0,0.0,10,0,0.0,112,0.0,1.0,1.0,1.0,10.0,0
983,10.0,1,0,2,-5.2,31,0.0,0.0,7,0.0,4,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,4,0.0,3.0,3,0,0.0,87,0.0,3.0,1.0,2.0,1.0,0
984,4.0,0,0,2,-4.58,7,0.0,0.0,2,0.0,0,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6,0,0,1.0,2.0,2,0,0.0,29,0.0,2.0,2.0,3.0,2.0,0
985,3.0,0,0,1,-4.5,64,0.0,0.0,23,0.0,23,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,53,0,11,0.0,2.0,1,0,0.0,186,19.0,20.0,1.0,0.0,1.0,1
986,4.0,0,0,2,-6.88,132,0.0,0.0,26,0.0,6,0,0,0.0,0.0,1.0,6,1.0,0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,123,0,8,1.0,16.0,40,2,6.0,427,0.0,32.0,32.0,13.0,36.0,5
987,12.0,2,0,3,-6.27,101,0.0,1.0,36,0.0,32,0,0,0.0,0.0,1.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,0,8,0.0,4.0,22,7,0.0,278,1.0,8.0,5.0,9.0,15.0,1
988,5.0,0,0,2,-4.19,15,0.0,0.0,6,0.0,0,0,0,0.0,0.0,2.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15,0,0,2.0,2.0,1,0,0.0,43,2.0,3.0,1.0,5.0,1.0,0
989,8.0,0,0,2,-4.74,25,0.0,0.0,11,0.0,0,0,0,0.0,0.0,6.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0,3.0,0.0,3,1,0.0,91,0.0,3.0,3.0,6.0,4.0,0
990,8.0,0,0,2,-4.79,16,0.0,0.0,8,0.0,10,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,2,0.0,1.0,2,0,0.0,71,0.0,2.0,2.0,3.0,2.0,0
991,6.0,12,0,2,-5.66,29,0.0,0.0,5,2.0,2,0,0,0.0,0.0,1.0,0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,1,1.0,3.0,5,0,2.0,115,0.0,5.0,5.0,15.0,5.0,0
992,2.0,0,0,3,-3.51,6,0.0,1.0,4,0.0,0,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0.0,1.0,0,0,2.0,38,3.0,3.0,0.0,2.0,0.0,0
993,4.0,0,0,2,-4.97,27,0.0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,0,0.0,4.0,6,0,0.0,86,0.0,6.0,6.0,4.0,6.0,0
994,9.0,0,0,1,-5.75,55,0.0,0.0,17,4.0,0,0,0,0.0,0.0,1.0,0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,48,0,3,1.0,3.0,6,0,0.0,200,0.0,6.0,6.0,10.0,6.0,1
995,5.0,0,0,2,-3.91,5,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0.0,1.0,1,0,0.0,15,0.0,1.0,1.0,0.0,1.0,0
996,9.0,0,0,2,-4.57,18,0.0,0.0,7,0.0,0,0,0,0.0,0.0,2.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0,2.0,1.0,2,0,0.0,49,0.0,2.0,2.0,3.0,2.0,0
997,27.0,0,0,4,-4.96,27,0.0,1.0,17,0.0,0,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,26,0,0,0.0,0.0,3,0,0.0,85,1.0,1.0,0.0,15.0,3.0,0
998,14.0,0,0,2,-4.56,14,0.0,0.0,1,0.0,0,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,1.0,1.0,1,0,0.0,25,0.0,1.0,1.0,1.0,1.0,0
999,11.0,0,0,2,-5.61,253,0.0,0.0,105,0.0,0,0,0,0.0,0.0,0.0,60,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220,0,0,0.0,2.0,22,0,0.0,940,0.0,22.0,22.0,21.0,22.0,3
1000,6.0,0,0,2,-5.61,28,0.0,0.0,11,1.0,0,0,0,0.0,0.0,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,1,0,0.0,5.0,6,0,0.0,112,0.0,5.0,5.0,9.0,6.0,0
1001,8.0,1,0,2,-6.28,81,0.0,0.0,43,1.0,25,0,0,0.0,0.0,1.0,1,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,72,2,18,1.0,5.0,10,0,0.0,325,0.0,10.0,10.0,18.0,10.0,1
1002,4.0,0,0,1,-5.21,32,0.0,0.0,0,2.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,8.0,9,0,1.0,94,0.0,9.0,9.0,0.0,9.0,0
1003,7.0,0,0,2,-6.38,65,0.0,0.0,21,0.0,8,0,0,0.0,0.0,4.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,0,14,4.0,6.0,9,0,2.0,208,0.0,9.0,9.0,5.0,9.0,1
1004,8.0,0,0,2,-4.95,17,0.0,0.0,6,0.0,2,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,0,0.0,1.0,3,0,0.0,49,0.0,2.0,2.0,3.0,3.0,0
