apls_count,atss_count,bloc_count,bloc_count_relative,cloc_count,cloc_count_relative,dpt_count,etp_count,file,loc_count,nbeh_count,nbeh_count_relative,nbl_count,ncd_count,ncmd_count,nco_count,ndk_count,ndk_count_occurrences,ndm_count,ndm_count_occurrences,nemd_count,nemd_count_relative,nfl_count,nfmd_count,nfmd_count_relative,nicd_count,nierr_count,nimpp_count,nimpr_count,nimpt_count,ninc_count,nincr_count,ninct_count,nincv_count,niu_count,nkeys_count,nlk_count,nlo_count,nlp_count,nmd_count,nmo_count,nnnv_count,nnnv_count_relative,nnwv_count,nnwv_count_relative,npl_count,npnn_count,npnn_count_relative,npun_count,npun_count_relative,npvr_count,nrgv_count,nrl_count,nrvr_count,nscm_count,nsh_count,ntkn_count,ntnn_count,ntnn_count_relative,nts_count,ntun_count,ntun_count_relative,ntvr_count,nun_count,nun_count_relative,nvr_count
,2.0,0,0.0,0,0.0,1,-3.82,nodiscc_srv01_roles_webapp-nextcloud_tasks_nextcloud-02-mysql.yml,5,0.0,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4,0,0,0.0,2.0,0,2,1.0,0,0.0,,,,,,,,,,0,0.0,21,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,
,6.0,0,0.0,1,0.03,2,-5.33,epiphany-platform_epiphany_core_core_src_ansible_roles_kibana_tasks_setup-logging.yml,29,0.0,0.0,0.0,4,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,29,0,0,0.0,4.0,0,5,1.0,0,0.0,,,,,,,,,,0,0.0,79,0.0,0.0,5.0,5.0,1.0,1.0,5.0,1.0,
,4.0,0,0.0,0,0.0,1,-4.78,redhat-openstack_infrared_plugins_virsh_tasks_remove_snapshots.yml,11,0.0,0.0,0.0,5,3.0,1,0,0,0.0,0.0,1.0,0.25,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11,0,0,1.0,1.0,0,3,1.0,0,0.0,,,,,,,,,,0,0.0,62,0.0,0.0,3.0,3.0,1.0,4.0,3.0,1.0,
,14.0,4,0.05,0,0.0,3,-7.43,roots_trellis_roles_connection_tasks_main.yml,74,0.0,0.0,1.0,24,0.0,9,0,0,0.0,0.0,1.0,0.25,22,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,37,0,9,0.0,2.0,0,6,0.86,1,0.14,,,,,,,,,,0,0.0,431,1.0,0.2,5.0,4.0,0.8,13.0,7.0,1.0,
,10.0,0,0.0,0,0.0,3,-5.55,ansible_ansible_test_integration_targets_ec2_instance_playbooks_roles_ec2_instance_tasks_instance_no_wait.yml,70,0.0,0.0,0.0,32,0.0,0,0,0,0.0,0.0,0.0,0.0,2,2.0,0.29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,63,0,0,0.0,4.0,0,6,0.75,2,0.25,,,,,,,,,,0,0.0,250,1.0,0.14,7.0,6.0,0.86,13.0,8.0,1.0,
,8.0,0,0.0,0,0.0,2,-5.89,haxorof_ansible-role-docker-ce_tasks_bug-tweaks_bug-centos7-resource-busy.yml,48,0.0,0.0,0.0,7,0.0,2,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39,0,2,0.0,4.0,0,8,1.0,0,0.0,,,,,,,,,,0,0.0,127,0.0,0.0,6.0,6.0,1.0,4.0,6.0,0.75,
,13.0,0,0.0,0,0.0,2,-6.28,openstack_kolla-ansible_ansible_roles_manila_tasks_config.yml,131,0.0,0.0,0.0,69,0.0,13,0,0,0.0,0.0,10.0,0.62,4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,84,0,2,7.0,4.0,0,8,0.89,1,0.11,,,,,,,,,,0,0.0,397,2.0,0.2,10.0,8.0,0.8,28.0,9.0,1.0,
,11.0,0,0.0,0,0.0,2,-4.85,openstack_openstack-ansible-lxc_hosts_tasks_lxc_container_overlayfs.yml,11,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11,0,0,0.0,1.0,0,1,0.5,1,0.5,,,,,,,,,,0,0.0,34,0.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,
,4.0,0,0.0,0,0.0,1,-4.43,redhat-cop_agnosticd_ansible_roles_ocp-workload-bxms-pam_tasks_main.yml,16,0.0,0.0,0.0,12,0.0,8,0,0,0.0,0.0,0.0,0.0,4,0.0,0.0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,16,0,4,0.0,1.0,0,4,1.0,0,0.0,,,,,,,,,,0,0.0,83,0.0,0.0,4.0,4.0,1.0,1.0,4.0,1.0,
,16.0,0,0.0,0,0.0,2,-5.05,iiab_iiab_roles_2-common_tasks_fl.yml,33,0.0,0.0,0.0,21,0.0,0,0,0,0.0,0.0,1.0,0.33,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,13,0,0,1.0,1.0,0,0,0.0,2,1.0,,,,,,,,,,0,0.0,104,0.0,0.0,2.0,2.0,1.0,7.0,2.0,1.0,
,5.0,0,0.0,6,0.02,3,-6.68,ansible_ansible_test_integration_targets_pip_tasks_pip.yml,391,0.0,0.0,1.0,62,4.0,2,0,0,0.0,0.0,2.0,0.02,0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,366,0,0,5.0,7.0,0,103,0.79,28,0.21,,,,,,,,,,0,1.0,1252,3.0,0.04,83.0,78.0,0.94,44.0,89.0,0.68,
,4.0,0,0.0,0,0.0,1,-3.81,ReSearchITEng_kubeadm-playbook_roles_common_tasks_firewalld.yml,4,0.0,0.0,0.0,1,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4,0,0,0.0,1.0,0,1,1.0,0,0.0,,,,,,,,,,0,0.0,14,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,
,4.0,0,0.0,0,0.0,1,-4.13,redhat-cop_agnosticd_ansible_roles_ocp-workload-dm7-qlb-demo_tasks_main.yml,16,0.0,0.0,0.0,8,0.0,8,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,16,0,4,0.0,1.0,0,4,1.0,0,0.0,,,,,,,,,,0,0.0,67,0.0,0.0,4.0,4.0,1.0,0.0,4.0,1.0,
,10.0,0,0.0,0,0.0,2,-4.31,oVirt_ovirt-ansible-infra_roles_ovirt.datacenter-cleanup_tasks_storages_last.yml,10,0.0,0.0,0.0,5,0.0,0,0,0,0.0,0.0,1.0,0.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10,0,0,1.0,1.0,0,1,1.0,0,0.0,,,,,,,,,,0,0.0,29,0.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,
,8.0,0,0.0,0,0.0,2,-5.4,mackerelio_ansible-mackerel-agent_tasks_debian.yml,67,0.0,0.0,0.0,19,0.0,16,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,56,0,12,0.0,3.0,0,12,1.0,0,0.0,,,,,,,,,,0,0.0,186,0.0,0.0,8.0,8.0,1.0,0.0,12.0,1.0,
,3.0,0,0.0,0,0.0,2,-5.0,openshift_openshift-ansible_roles_openshift_aws_tasks_upgrade_node_group.yml,18,0.0,0.0,0.0,3,0.0,2,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,15,0,0,0.0,3.0,0,1,1.0,0,0.0,,,,,,,,,,0,0.0,46,6.0,0.86,7.0,1.0,0.14,2.0,1.0,1.0,
,5.0,0,0.0,0,0.0,2,-3.25,openstack_kolla-ansible_ansible_roles_zun_tasks_stop.yml,5,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,5,0,0,0.0,1.0,0,0,0.0,0,0.0,,,,,,,,,,0,0.0,12,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,
,4.0,0,0.0,0,0.0,2,-3.81,wazuh_wazuh-ansible_roles_elastic-stack_ansible-kibana_tasks_RMDebian.yml,4,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4,0,0,0.0,1.0,0,1,1.0,0,0.0,,,,,,,,,,0,0.0,14,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,
,11.0,0,0.0,0,0.0,2,-5.47,ansible_ansible_test_integration_targets_aci_interface_policy_leaf_profile_tasks_main.yml,311,0.0,0.0,0.0,150,0.0,6,0,0,0.0,0.0,0.0,0.0,84,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,288,0,5,0.0,3.0,0,29,1.0,0,0.0,,,,,,,,,,0,0.0,1236,0.0,0.0,29.0,27.0,0.93,27.0,27.0,0.93,
,6.0,0,0.0,0,0.0,2,-6.29,ansible_ansible_test_integration_targets_osx_defaults_tasks_main.yml,212,0.0,0.0,0.0,29,0.0,3,0,0,0.0,0.0,4.0,0.11,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,198,0,1,4.0,4.0,0,18,0.82,4,0.18,,,,,,,,,,0,0.0,558,11.0,0.33,33.0,22.0,0.67,18.0,22.0,1.0,
,10.0,0,0.0,0,0.0,2,-4.47,openstack_kolla-ansible_ansible_roles_solum_tasks_pull.yml,10,0.0,0.0,0.0,5,0.0,1,0,0,0.0,0.0,2.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8,0,0,1.0,0.0,0,1,1.0,0,0.0,,,,,,,,,,0,0.0,28,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,
,6.0,0,0.0,0,0.0,3,-6.22,folio-org_folio-ansible_roles_okapi-register-modules_tasks_main.yml,88,0.0,0.0,0.0,33,0.0,6,0,0,0.0,0.0,9.0,0.36,9,0.0,0.0,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,75,0,3,9.0,4.0,0,15,1.0,0,0.0,,,,,,,,,,0,0.0,320,1.0,0.06,16.0,15.0,0.94,19.0,15.0,1.0,
,18.0,0,0.0,0,0.0,3,-7.05,ansible_ansible_test_integration_targets_win_find_tasks_main.yml,57,1.0,1.0,1.0,4,0.0,0,0,0,0.0,0.0,2.0,0.5,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,17,0,0,0.0,2.0,0,4,0.8,1,0.2,,,,,,,,,,0,0.0,282,1.0,0.33,3.0,2.0,0.67,2.0,5.0,1.0,
,8.0,0,0.0,0,0.0,2,-4.51,nginxinc_ansible-role-nginx_tasks_amplify_setup-redhat.yml,8,0.0,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7,0,0,0.0,1.0,0,2,1.0,0,0.0,,,,,,,,,,0,0.0,29,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,
,1.0,0,0.0,0,0.0,1,-1.0,openstack_kolla-ansible_ansible_roles_mongodb_tasks_reconfigure.yml,1,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1,0,0,0.0,1.0,0,0,0.0,0,0.0,,,,,,,,,,0,0.0,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
,6.0,0,0.0,0,0.0,2,-4.66,andrewrothstein_ansible-anaconda_subrepos_udst.ansible-conda_tests_integration_tasks_test-invalid-setups.yml,11,0.0,0.0,0.0,3,0.0,0,0,0,0.0,0.0,1.0,0.5,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11,0,0,0.0,1.0,0,2,0.67,1,0.33,,,,,,,,,,0,0.0,36,0.0,0.0,2.0,2.0,1.0,4.0,3.0,1.0,
,8.0,12,0.48,0,0.0,2,-5.08,redhat-cop_agnosticd_ansible_roles_ocp-workload-parksmap-demo_tasks_pre_workload.yml,25,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11,0,0,0.0,3.0,0,3,1.0,0,0.0,,,,,,,,,,0,1.0,71,0.0,0.0,3.0,3.0,1.0,12.0,3.0,1.0,
,4.0,0,0.0,0,0.0,2,-6.44,openshift_openshift-ansible_roles_openshift_management_tasks_main.yml,61,0.0,0.0,0.0,23,1.0,7,0,0,0.0,0.0,2.0,0.13,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,,56,0,1,0.0,5.0,0,12,0.75,4,0.25,,,,,,,,,,0,0.0,264,0.0,0.0,15.0,15.0,1.0,9.0,16.0,1.0,
,18.0,0,0.0,0,0.0,7,-6.1,ansible_ansible_test_integration_targets_ucs_managed_objects_tasks_main.yml,598,0.0,0.0,0.0,84,0.0,6,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,575,0,5,0.0,3.0,0,59,1.0,0,0.0,,,,,,,,,,0,0.0,1395,0.0,0.0,33.0,33.0,1.0,30.0,33.0,0.56,
,5.0,0,0.0,0,0.0,2,-6.32,ansible_ansible_test_integration_targets_file_tasks_state_link.yml,225,0.0,0.0,0.0,30,0.0,0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,193,0,0,0.0,5.0,0,43,1.0,0,0.0,,,,,,,,,,0,0.0,732,0.0,0.0,43.0,25.0,0.58,28.0,25.0,0.58,
,7.0,2,0.02,0,0.0,2,-5.99,nuriel77_iri-playbook_roles_iotapm_tasks_deps.yml,93,0.0,0.0,0.0,34,0.0,24,0,0,0.0,0.0,0.0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,62,0,16,0.0,6.0,0,16,0.8,4,0.2,,,,,,,,,,0,3.0,290,0.0,0.0,13.0,7.0,0.54,5.0,10.0,0.5,
,8.0,1,0.07,0,0.0,2,-5.23,openshift_openshift-ansible_roles_openshift_persistent_volumes_tasks_pv.yml,15,0.0,0.0,0.0,4,1.0,2,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12,0,0,0.0,2.0,0,2,1.0,0,0.0,,,,,,,,,,0,0.0,61,0.0,0.0,2.0,2.0,1.0,3.0,2.0,1.0,
,12.0,0,0.0,0,0.0,3,-5.27,openstack_kolla-ansible_ansible_roles_mariadb_tasks_register.yml,60,0.0,0.0,0.0,25,0.0,0,0,0,0.0,0.0,4.0,0.8,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57,0,0,0.0,1.0,0,6,0.67,3,0.33,,,,,,,,,,0,0.0,180,0.0,0.0,5.0,5.0,1.0,10.0,7.0,0.78,
,13.0,0,0.0,0,0.0,2,-6.17,kairen_kube-ansible_roles_cert_tasks_create-k8s-certs.yml,115,0.0,0.0,0.0,30,1.0,4,0,0,0.0,0.0,7.0,0.44,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,107,0,7,7.0,5.0,0,16,1.0,0,0.0,,,,,,,,,,0,2.0,398,0.0,0.0,9.0,9.0,1.0,23.0,16.0,1.0,
,10.0,0,0.0,0,0.0,2,-4.82,anthcourtney_ansible-role-cis-amazon-linux_tasks_level-1_5.2.16.yml,19,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,10,0,0,0.0,2.0,0,1,1.0,0,0.0,,,,,,,,,,0,0.0,36,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,
,8.0,0,0.0,0,0.0,2,-5.02,iiab_iiab_roles_network_tasks_dansguardian.yml,46,0.0,0.0,0.0,5,0.0,4,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,45,0,0,0.0,3.0,0,7,1.0,0,0.0,,,,,,,,,,0,0.0,115,0.0,0.0,6.0,6.0,1.0,0.0,7.0,1.0,
,12.0,0,0.0,0,0.0,2,-5.62,kubernetes-sigs_kubespray_roles_kubernetes_master_tasks_kubeadm-certificate.yml,48,0.0,0.0,0.0,9,2.0,6,0,0,0.0,0.0,4.0,0.5,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,32,0,2,4.0,3.0,0,4,1.0,0,0.0,,,,,,,,,,0,0.0,134,0.0,0.0,4.0,2.0,0.5,6.0,2.0,0.5,
,4.0,0,0.0,0,0.0,1,-4.56,mgcrea_ansible-web-playbooks_roles_web_nodejs_tasks_install-raspberry.yml,8,0.0,0.0,0.0,1,1.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6,0,0,0.0,2.0,0,2,1.0,0,0.0,,,,,,,,,,0,0.0,33,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,
,9.0,6,0.1,0,0.0,2,-5.47,nuriel77_iri-playbook_roles_iotapm_tasks_firewall.yml,60,0.0,0.0,0.0,31,0.0,20,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,47,0,19,0.0,5.0,0,9,1.0,0,0.0,,,,,,,,,,0,0.0,224,0.0,0.0,7.0,3.0,0.43,2.0,5.0,0.56,
,13.0,0,0.0,0,0.0,3,-4.36,DigitalState_Platform_platform_ansible_role_app_forms_discovery_configure_tasks_main.yml,13,0.0,0.0,1.0,2,0.0,0,0,0,0.0,0.0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12,0,0,0.0,0.0,0,2,1.0,0,0.0,,,,,,,,,,0,0.0,35,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,
,10.0,0,0.0,0,0.0,2,-4.92,openshift_openshift-ansible_roles_nuage_master_tasks_etcd_certificates.yml,19,0.0,0.0,0.0,6,0.0,0,0,0,0.0,0.0,1.0,0.33,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,16,0,0,1.0,2.0,0,3,1.0,0,0.0,,,,,,,,,,0,0.0,52,0.0,0.0,2.0,2.0,1.0,6.0,3.0,1.0,
,4.0,0,0.0,1,0.0,2,-6.99,ansible_ansible_test_integration_targets_unarchive_tasks_main.yml,470,0.0,0.0,0.0,108,1.0,3,0,0,0.0,0.0,8.0,0.07,5,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,380,0,0,8.0,12.0,0,109,0.99,1,0.01,,,,,,,,,,0,8.0,1658,3.0,0.03,113.0,65.0,0.58,33.0,65.0,0.59,
,7.0,0,0.0,0,0.0,2,-6.55,elastic_ansible-elasticsearch_tasks_elasticsearch-plugins.yml,79,0.0,0.0,0.0,40,2.0,10,0,0,0.0,0.0,2.0,0.14,11,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,65,0,11,2.0,4.0,0,12,1.0,0,0.0,,,,,,,,,,0,1.0,351,0.0,0.0,12.0,12.0,1.0,20.0,12.0,1.0,
,8.0,0,0.0,0,0.0,2,-6.0,epiphany-platform_epiphany_core_core_src_ansible_roles_node_exporter_tasks_prometheus-node-exporter.yml,76,0.0,0.0,0.0,9,0.0,0,0,0,0.0,0.0,2.0,0.18,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,71,0,0,2.0,8.0,0,12,1.0,0,0.0,,,,,,,,,,0,0.0,194,0.0,0.0,9.0,9.0,1.0,8.0,10.0,0.83,
,4.0,0,0.0,0,0.0,2,-4.44,haxorof_ansible-role-docker-ce_tasks_checks_distribution-checks-Debian.yml,4,0.0,0.0,0.0,2,0.0,2,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4,0,1,0.0,1.0,0,1,1.0,0,0.0,,,,,,,,,,0,0.0,23,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,
,7.0,0,0.0,0,0.0,2,-3.97,edx_configuration_playbooks_roles_go-agent-docker-server_tasks_main.yml,7,0.0,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7,0,0,0.0,1.0,0,1,1.0,0,0.0,,,,,,,,,,0,0.0,17,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,
,5.0,0,0.0,0,0.0,2,-5.2,ansible_ansible_test_integration_targets_win_snmp_tasks_output_only.yml,19,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,13,0,0,0.0,2.0,0,4,1.0,0,0.0,,,,,,,,,,0,0.0,53,0.0,0.0,4.0,4.0,1.0,1.0,4.0,1.0,
,3.0,0,0.0,0,0.0,2,-5.83,geerlingguy_ansible-role-apache_tasks_main.yml,33,0.0,0.0,0.0,13,1.0,6,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,,31,0,1,0.0,5.0,0,9,0.9,1,0.1,,,,,,,,,,0,0.0,120,1.0,0.1,10.0,9.0,0.9,10.0,10.0,1.0,
,7.0,0,0.0,0,0.0,2,-5.11,ezaquarii_vpn-at-home_ansible_roles_unbound_tasks_main_OpenBSD.yml,36,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,36,0,0,0.0,3.0,0,6,1.0,0,0.0,,,,,,,,,,0,0.0,85,0.0,0.0,5.0,5.0,1.0,0.0,6.0,1.0,
,5.0,0,0.0,0,0.0,3,-6.35,openshift_openshift-ansible_roles_container_runtime_tasks_package_crio.yml,76,0.0,0.0,1.0,6,0.0,1,0,0,0.0,0.0,3.0,0.2,1,0.0,0.0,0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,70,0,0,1.0,6.0,0,16,0.94,1,0.06,,,,,,,,,,0,1.0,195,3.0,0.21,14.0,11.0,0.79,7.0,17.0,1.0,
,10.0,0,0.0,0,0.0,3,-4.11,DigitalState_Platform_platform_ansible_role_app_topics_test_validate_tasks_main.yml,10,0.0,0.0,1.0,1,0.0,0,0,0,0.0,0.0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,9,0,0,0.0,0.0,0,3,1.0,0,0.0,,,,,,,,,,0,0.0,28,1.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,
,1.0,0,0.0,0,0.0,1,-2.0,openstack_kolla-ansible_ansible_roles_trove_tasks_main.yml,1,0.0,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1,0,0,0.0,1.0,0,0,0.0,0,0.0,,,,,,,,,,0,0.0,4,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,
,5.0,2,0.02,0,0.0,3,-7.13,kubernetes-sigs_kubespray_roles_kubernetes_preinstall_tasks_0040-set_facts.yml,130,0.0,0.0,0.0,29,0.0,6,0,0,0.0,0.0,1.0,0.04,29,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,98,0,1,1.0,4.0,0,19,1.0,0,0.0,,,,,,,,,,0,1.0,534,5.0,0.21,24.0,19.0,0.79,39.0,19.0,1.0,
,5.0,0,0.0,0,0.0,2,-5.75,ansible_ansible_test_integration_targets_tower_host_tasks_main.yml,40,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,36,0,0,0.0,2.0,0,8,1.0,0,0.0,,,,,,,,,,0,0.0,110,3.0,0.38,8.0,5.0,0.62,3.0,6.0,0.75,
,7.0,0,0.0,0,0.0,2,-4.6,gc3-uzh-ch_elasticluster_elasticluster_share_playbooks_roles_glusterfs-client_tasks_main.yml,22,0.0,0.0,0.0,7,0.0,0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,13,0,0,2.0,3.0,0,2,0.5,2,0.5,,,,,,,,,,0,0.0,43,0.0,0.0,3.0,3.0,1.0,6.0,4.0,1.0,
,7.0,0,0.0,2,0.02,2,-5.17,ansible_ansible_test_integration_targets_gcp_compute_global_address_tasks_main.yml,87,0.0,0.0,0.0,28,0.0,0,0,0,0.0,0.0,0.0,0.0,0,2.0,0.15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,73,0,0,0.0,3.0,0,13,0.72,5,0.28,,,,,,,,,,0,0.0,269,0.0,0.0,13.0,5.0,0.38,6.0,5.0,0.28,
,3.0,0,0.0,0,0.0,1,-4.72,mgcrea_ansible-web-playbooks_roles_ansible_facts_tasks_main.yml,26,0.0,0.0,0.0,5,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,25,0,0,0.0,3.0,0,9,1.0,0,0.0,,,,,,,,,,0,3.0,107,0.0,0.0,9.0,9.0,1.0,1.0,9.0,1.0,
,4.0,0,0.0,0,0.0,2,-4.08,roots_trellis_roles_common_tasks_reload_nginx.yml,8,0.0,0.0,0.0,1,1.0,0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7,0,0,0.0,2.0,0,3,1.0,0,0.0,,,,,,,,,,0,0.0,28,0.0,0.0,2.0,2.0,1.0,0.0,3.0,1.0,
,7.0,0,0.0,1,0.01,2,-6.92,iiab_iiab_roles_elgg_tasks_main.yml,138,0.0,0.0,0.0,60,0.0,4,0,0,0.0,0.0,2.0,0.09,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,127,0,7,2.0,11.0,0,11,0.42,15,0.58,,,,,,,,,,0,0.0,534,0.0,0.0,21.0,21.0,1.0,20.0,24.0,0.92,
,7.0,0,0.0,0,0.0,3,-3.66,DigitalState_Platform_platform_ansible_role_app_records_repository_branch_pull_tasks_main.yml,7,0.0,0.0,1.0,0,0.0,0,1,1,0.0,0.0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6,0,0,0.0,0.0,0,1,1.0,0,0.0,,,,,,,,,,0,0.0,14,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,
