atss_count,bloc_count,bloc_count_relative,cloc_count,cloc_count_relative,dpt_count,etp_count,loc_count,nbeh_count,nbeh_count_relative,nbl_count,ncd_count,ncmd_count,nco_count,ndk_count,ndk_count_occurrences,ndm_count,ndm_count_occurrences,nemd_count,nemd_count_relative,nfl_count,nfmd_count,nfmd_count_relative,nicd_count,nierr_count,nimpr_count,nimpt_count,ninc_count,nincr_count,ninct_count,nincv_count,nkeys_count,nlk_count,nlo_count,nlp_count,nmd_count,nnnv_count,nnnv_count_relative,nnwv_count,nnwv_count_relative,nsh_count,ntkn_count,ntnn_count,ntnn_count_relative,nts_count,ntun_count,ntun_count_relative,ntvr_count,nun_count,nun_count_relative,outlier_scores,outlier,file
4.0,0,0.0,0,0.0,1,-5.11,19,0.0,0.0,0.0,6,1.0,4,0,0,0.0,0.0,1.0,0.17,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,0,1.0,5.0,5,1.0,0,0.0,0.0,78,0.0,0.0,5.0,5.0,1.0,4.0,5.0,1.0,-0.0293186866203873,0,lueschem_edi_edi_plugins_playbooks_debian_base_system_cleanup_roles_openssh_server_keys_tasks_main.yml
5.0,0,0.0,0,0.0,2,-3.25,5,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0.0,1.0,0,0.0,0,0.0,0.0,12,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,2.013504338145023,0,openstack_kolla-ansible_ansible_roles_chrony_tasks_stop.yml
8.0,12,0.52,0,0.0,2,-5.31,23,0.0,0.0,0.0,5,0.0,2,0,0,0.0,0.0,1.0,0.25,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,1,1.0,2.0,3,1.0,0,0.0,2.0,83,0.0,0.0,3.0,3.0,1.0,15.0,3.0,1.0,0.4592733437767096,0,redhat-cop_agnosticd_ansible_roles_ocp-workload-fuse-on-ocp_tasks_pre_workload.yml
4.0,2,0.04,0,0.0,2,-5.96,49,0.0,0.0,0.0,17,7.0,3,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0,1,0.0,5.0,7,0.64,4,0.36,1.0,234,0.0,0.0,11.0,11.0,1.0,12.0,11.0,1.0,1.0099109670216244,0,redhat-cop_agnosticd_ansible_roles_ocp-workload-codeready-workspaces_tasks_workload.yml
4.0,0,0.0,0,0.0,2,-3.98,12,0.0,0.0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0,0.0,1.0,3,1.0,0,0.0,0.0,45,0.0,0.0,3.0,3.0,1.0,1.0,3.0,1.0,-0.02948939120064512,0,ansistrano_deploy_test_tasks_create-internal-paths.yml
9.0,0,0.0,0,0.0,2,-5.46,112,0.0,0.0,0.0,30,0.0,3,0,0,0.0,0.0,1.0,0.07,36,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,0,1,1.0,2.0,13,1.0,0,0.0,0.0,345,0.0,0.0,13.0,13.0,1.0,15.0,13.0,1.0,0.5744234763399148,0,openfun_arnold_tasks_get_objects_for_app.yml
23.0,0,0.0,0,0.0,3,-6.47,70,0.0,0.0,0.0,6,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,0,0,0.0,1.0,3,1.0,0,0.0,0.0,169,0.0,0.0,3.0,3.0,1.0,5.0,3.0,1.0,0.09833658927538583,0,ansible_ansible_test_integration_targets_zabbix_host_tasks_zabbix_host_doc.yml
8.0,0,0.0,0,0.0,2,-5.97,75,0.0,0.0,0.0,31,0.0,12,0,0,0.0,0.0,1.0,0.09,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,0,7,1.0,6.0,10,0.83,2,0.17,0.0,260,0.0,0.0,10.0,10.0,1.0,17.0,10.0,0.83,0.01289755281904425,0,geerlingguy_drupal-vm_provisioning_roles_geerlingguy.php_tasks_configure-fpm.yml
6.0,0,0.0,0,0.0,2,-5.19,32,0.0,0.0,0.0,5,0.0,0,0,0,0.0,0.0,1.0,0.17,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,0,1.0,3.0,5,1.0,0,0.0,0.0,81,0.0,0.0,5.0,5.0,1.0,4.0,5.0,1.0,-0.029482419636040636,0,openstack_openstack-ansible-os_ironic_tasks_ironic_conductor_post_install.yml
1.0,0,0.0,0,0.0,1,-2.95,4,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4,0,0,0.0,2.0,1,1.0,0,0.0,0.0,9,2.0,0.67,3.0,1.0,0.33,0.0,1.0,1.0,0.3201569070356691,0,openstack_kolla-ansible_ansible_roles_karbor_tasks_upgrade.yml
1.0,0,0.0,0,0.0,1,-1.5,2,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,0,0,0.0,1.0,0,0.0,0,0.0,0.0,4,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.1954516628709206,0,openstack_kolla-ansible_ansible_roles_bifrost_tasks_upgrade.yml
4.0,0,0.0,0,0.0,2,-5.58,29,0.0,0.0,0.0,18,0.0,2,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,28,0,6,0.0,4.0,6,0.86,1,0.14,0.0,119,1.0,0.14,7.0,6.0,0.86,12.0,7.0,1.0,0.536319774101947,0,openfun_arnold_tasks_get_vault_for_app.yml
8.0,0,0.0,0,0.0,3,-4.06,8,0.0,0.0,1.0,1,0.0,0,0,0,0.0,0.0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,1,1.0,0,0.0,0.0,18,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.5178247652839092,0,DigitalState_Platform_platform_ansible_role_app_identities_namespace_configure_tasks_main.yml
5.0,0,0.0,0,0.0,1,-5.63,27,0.0,0.0,0.0,8,0.0,3,0,0,0.0,0.0,1.0,0.17,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,2,1.0,3.0,4,1.0,0,0.0,2.0,99,1.0,0.2,5.0,4.0,0.8,7.0,4.0,1.0,0.2659687621586441,0,ansiblebit_oracle-java_tasks_check_environment.yml
11.0,1,0.01,0,0.0,2,-5.98,87,0.0,0.0,0.0,31,0.0,4,0,0,0.0,0.0,2.0,0.2,0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,79,0,5,2.0,6.0,11,0.85,2,0.15,1.0,283,0.0,0.0,8.0,8.0,1.0,17.0,9.0,0.69,0.32116498768590357,0,iiab_iiab_roles_transmission_tasks_main.yml
10.0,0,0.0,0,0.0,2,-5.09,20,0.0,0.0,0.0,8,0.0,2,0,0,0.0,0.0,3.0,0.75,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0,2.0,1.0,3,1.0,0,0.0,0.0,62,0.0,0.0,2.0,2.0,1.0,7.0,3.0,1.0,-0.02945263201796635,0,kubernetes-sigs_kubespray_contrib_metallb_roles_provision_tasks_main.yml
6.0,0,0.0,0,0.0,2,-4.32,6,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,1,1.0,0,0.0,0.0,20,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.02948708501871911,0,openshift_openshift-ansible_roles_openshift_metering_tasks_rds-database-uninstall.yml
1.0,0,0.0,0,0.0,1,-1.0,1,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,1.0,0,0.0,0,0.0,0.0,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.2673392608626233,0,openstack_kolla-ansible_ansible_roles_storm_tasks_upgrade.yml
6.0,2,0.03,0,0.0,2,-5.8,66,0.0,0.0,0.0,27,2.0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,58,0,0,0.0,4.0,10,1.0,0,0.0,0.0,266,1.0,0.09,11.0,10.0,0.91,22.0,10.0,1.0,0.22670325791200652,0,redhat-cop_agnosticd_ansible_roles_host-jenkins-server_tasks_setup-https.yml
4.0,0,0.0,0,0.0,2,-5.56,37,0.0,0.0,0.0,10,0.0,0,0,0,0.0,0.0,1.0,0.1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0,0,1.0,6.0,9,0.75,3,0.25,0.0,118,0.0,0.0,9.0,9.0,1.0,6.0,12.0,1.0,-0.029164459864050613,0,ansible_ansible_test_integration_targets_setup_zabbix_tasks_setup.yml
9.0,0,0.0,0,0.0,3,-6.9,190,0.0,0.0,0.0,56,0.0,12,1,2,0.0,0.0,7.0,0.24,17,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171,2,9,7.0,7.0,18,0.95,1,0.05,3.0,594,3.0,0.14,22.0,17.0,0.77,32.0,17.0,0.89,3.7700792197971027,1,folio-org_folio-ansible_roles_deprecated_mod-users-data_tasks_main.yml
7.0,0,0.0,0,0.0,2,-5.57,34,0.0,0.0,0.0,13,0.0,0,1,2,0.0,0.0,1.0,0.17,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,0,1.0,3.0,5,1.0,0,0.0,2.0,123,0.0,0.0,5.0,5.0,1.0,5.0,5.0,1.0,0.41177906314552254,0,folio-org_folio-ansible_roles_deprecated_mod-metadata-build_tasks_main.yml
10.0,0,0.0,0,0.0,3,-4.51,20,1.0,1.0,1.0,2,0.0,0,0,0,0.0,0.0,2.0,0.67,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14,0,0,2.0,1.0,3,0.6,2,0.4,0.0,44,1.0,0.5,2.0,1.0,0.5,1.0,3.0,0.6,1.6936746283003274,0,ansible_ansible_test_integration_targets_group_tasks_main.yml
9.0,0,0.0,0,0.0,2,-5.22,47,0.0,0.0,0.0,21,0.0,0,0,0,0.0,0.0,3.0,0.38,7,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,2,0,3.0,4.0,5,0.71,2,0.29,0.0,181,0.0,0.0,5.0,5.0,1.0,6.0,7.0,1.0,0.3949212278610765,0,debops_debops_ansible_roles_debops.preseed_tasks_main.yml
11.0,0,0.0,0,0.0,2,-4.26,11,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0.0,1.0,1,1.0,0,0.0,0.0,23,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,-0.029476792319740992,0,anthcourtney_ansible-role-cis-amazon-linux_tasks_level-1_3.4.4.yml
12.0,0,0.0,0,0.0,2,-6.19,197,0.0,0.0,0.0,40,0.0,19,0,0,0.0,0.0,2.0,0.11,1,0.0,0.0,0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,134,0,10,2.0,4.0,28,1.0,0,0.0,1.0,416,0.0,0.0,16.0,10.0,0.62,17.0,11.0,0.39,2.9869444486210996,0,splunkenizer_Splunkenizer_ansible_roles_deployer_tasks_main.yml
4.0,0,0.0,0,0.0,2,-3.55,4,0.0,0.0,0.0,1,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,0.0,1.0,1,1.0,0,0.0,0.0,13,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,-0.029494542191329125,0,redhat-cop_agnosticd_ansible_roles_ocp4-workload-automation-broker_tasks_pre_workload.yml
8.0,0,0.0,0,0.0,2,-5.19,34,0.0,0.0,0.0,17,2.0,0,0,0,0.0,0.0,1.0,0.2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,0,1.0,3.0,4,0.67,2,0.33,0.0,119,0.0,0.0,4.0,4.0,1.0,11.0,6.0,1.0,-0.02933370180521339,0,openstack_openstack-ansible-os_glance_tasks_glance_db_setup.yml
6.0,0,0.0,0,0.0,2,-5.47,37,0.0,0.0,0.0,6,0.0,0,0,0,0.0,0.0,1.0,0.14,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0,0,1.0,5.0,6,0.75,2,0.25,0.0,99,0.0,0.0,6.0,6.0,1.0,7.0,8.0,1.0,-0.029324942119628324,0,nodiscc_srv01_roles_docker_tasks_docker-debian.yml
20.0,0,0.0,0,0.0,2,-5.03,40,0.0,0.0,0.0,11,0.0,0,0,0,0.0,0.0,3.0,0.75,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0,0,2.0,1.0,2,1.0,0,0.0,0.0,101,0.0,0.0,2.0,2.0,1.0,11.0,2.0,1.0,-0.029350272060058254,0,openstack_openstack-ansible-os_sahara_tasks_sahara_post_install.yml
9.0,12,0.67,0,0.0,2,-4.45,18,0.0,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0.0,2.0,2,1.0,0,0.0,1.0,55,0.0,0.0,2.0,2.0,1.0,12.0,2.0,1.0,0.6684138136028791,0,redhat-cop_agnosticd_ansible_roles_ocp-workload-bxms-dm_tasks_pre_workload.yml
4.0,0,0.0,0,0.0,2,-6.42,66,0.0,0.0,0.0,16,2.0,1,0,0,0.0,0.0,4.0,0.21,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,0,3,4.0,6.0,14,0.93,1,0.07,0.0,229,0.0,0.0,15.0,15.0,1.0,8.0,15.0,1.0,0.034163889398808246,0,iiab_iiab_roles_activity-server_tasks_main.yml
8.0,0,0.0,0,0.0,2,-4.7,17,0.0,0.0,0.0,8,0.0,0,0,0,1.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,0,0.0,2.0,2,1.0,0,0.0,0.0,55,0.0,0.0,2.0,2.0,1.0,8.0,2.0,1.0,0.5564855128799951,0,ansible_ansible_test_legacy_roles_test_gce_tag_tasks_setup.yml
1.0,0,0.0,0,0.0,1,-1.5,2,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2,0,0,0.0,1.0,0,0.0,0,0.0,0.0,4,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.1928384433627315,0,philsch_ansible-redshift_test_integration_roles_test_create_user_group_tasks_main.yml
10.0,0,0.0,0,0.0,4,-6.05,221,0.0,0.0,0.0,37,0.0,0,0,0,0.0,0.0,0.0,0.0,9,4.0,0.17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,0,0,0.0,6.0,30,0.71,12,0.29,0.0,647,0.0,0.0,23.0,13.0,0.57,6.0,15.0,0.36,1.8339705693328714,0,ansible_ansible_test_integration_targets_azure_rm_cosmosdbaccount_tasks_main.yml
6.0,0,0.0,0,0.0,2,-4.76,11,0.0,0.0,0.0,5,0.0,2,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,0,0.0,2.0,1,0.5,1,0.5,0.0,37,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,-0.02942506301419294,0,Stouts_Stouts.openvpn_tasks_Debian_setup-bridge.yml
22.0,5,0.11,0,0.0,3,-5.44,44,0.0,0.0,1.0,10,1.0,1,0,0,0.0,0.0,1.0,0.5,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0,0,0.0,1.0,6,1.0,0,0.0,0.0,148,1.0,0.5,2.0,1.0,0.5,11.0,6.0,1.0,0.4967870418598932,0,openshift_openshift-ansible_roles_openshift_console_tasks_start.yml
4.0,0,0.0,0,0.0,1,-3.46,4,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,1.0,1,1.0,0,0.0,0.0,11,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,-0.029489633806651427,0,ansible_ansible_test_integration_targets_handlers_roles_test_handlers_include_tasks_main.yml
3.0,0,0.0,0,0.0,2,-5.47,31,0.0,0.0,0.0,18,0.0,13,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,28,0,5,0.0,4.0,6,1.0,0,0.0,0.0,128,3.0,0.33,9.0,6.0,0.67,4.0,6.0,1.0,1.3917243676042503,0,geerlingguy_ansible-role-java_tasks_main.yml
4.0,0,0.0,0,0.0,1,-4.66,51,0.0,0.0,0.0,12,0.0,6,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,0,6,0.0,2.0,13,1.0,0,0.0,0.0,210,0.0,0.0,13.0,13.0,1.0,0.0,13.0,1.0,-0.028428523296769755,0,mgcrea_ansible-web-playbooks_roles_system_telegraf_tasks_configure.yml
4.0,0,0.0,0,0.0,2,-5.62,30,0.0,0.0,0.0,8,0.0,0,0,0,0.0,0.0,0.0,0.0,5,0.0,0.0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,28,0,0,0.0,5.0,4,1.0,0,0.0,1.0,112,4.0,0.5,8.0,4.0,0.5,9.0,4.0,1.0,0.5898751621734439,0,redhat-cop_casl-ansible_roles_openshift-management_tasks_main.yml
5.0,0,0.0,0,0.0,2,-5.32,41,0.0,0.0,0.0,3,0.0,3,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0.0,5.0,10,1.0,0,0.0,2.0,99,0.0,0.0,9.0,9.0,1.0,1.0,10.0,1.0,-0.02919525376120941,0,PGBlitz_PGBlitz.com_menu_processor_roles_ondemand_tasks_main.yml
3.0,0,0.0,0,0.0,2,-3.32,3,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,1.0,1,1.0,0,0.0,0.0,10,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,-0.029496445586064762,0,redhat-cop_agnosticd_ansible_roles_ocp-workload-istio-prometheus-demo_tasks_post_workload.yml
12.0,0,0.0,0,0.0,4,-5.83,47,0.0,0.0,2.0,10,0.0,1,0,0,0.0,0.0,2.0,0.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,0,1,0.0,2.0,10,1.0,0,0.0,0.0,107,2.0,0.5,4.0,2.0,0.5,8.0,10.0,1.0,0.15171514348831278,0,cyberark_ansible-role-conjur_configure-conjur-identity_tasks_identity.yml
4.0,0,0.0,0,0.0,2,-2.5,4,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,1.0,2,1.0,0,0.0,0.0,8,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,-0.02945912125826632,0,ansible_ansible_test_integration_targets_setup_pexpect_tasks_main.yml
1.0,0,0.0,0,0.0,1,-1.0,1,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,1.0,0,0.0,0,0.0,0.0,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.2676471171070967,0,ansible_ansible_test_integration_targets_include_import_roles_nested_nested_dep_role_tasks_main.yml
16.0,0,0.0,0,0.0,4,-6.28,125,0.0,0.0,0.0,51,1.0,1,1,1,0.0,0.0,9.0,0.6,7,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,117,0,0,7.0,5.0,9,0.75,3,0.25,0.0,376,0.0,0.0,8.0,8.0,1.0,43.0,12.0,1.0,2.450899526573304,0,openstack_openstack-ansible-os_glance_tasks_glance_post_install.yml
5.0,0,0.0,0,0.0,2,-4.83,16,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0.0,3.0,3,1.0,0,0.0,0.0,53,0.0,0.0,3.0,3.0,1.0,2.0,3.0,1.0,-0.029466017351185324,0,ansible_ansible_test_integration_targets_service_tasks_systemd_setup.yml
27.0,0,0.0,0,0.0,3,-5.05,27,1.0,1.0,1.0,7,0.0,1,0,0,0.0,0.0,2.0,1.0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0.0,0.0,2,1.0,0,0.0,0.0,75,1.0,1.0,1.0,0.0,0.0,6.0,2.0,1.0,2.3973149843808907,0,openstack_openstack-ansible-pip_install_tasks_install_online.yml
9.0,1,0.04,0,0.0,2,-5.11,28,0.0,0.0,0.0,7,0.0,4,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,4,0.0,3.0,3,1.0,0,0.0,0.0,78,0.0,0.0,3.0,1.0,0.33,2.0,1.0,0.33,0.23825519228243175,0,anthcourtney_ansible-role-cis-amazon-linux_tasks_level-1_1.4.2.yml
18.0,1,0.01,0,0.0,4,-6.62,90,0.0,0.0,1.0,12,0.0,3,0,0,0.0,0.0,1.0,0.2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,0,5,0.0,2.0,11,0.92,1,0.08,0.0,203,0.0,0.0,5.0,5.0,1.0,7.0,12.0,1.0,0.4406892587805032,0,nuriel77_iri-playbook_roles_iri_tasks_deps_apt.yml
4.0,0,0.0,0,0.0,1,-4.43,16,0.0,0.0,0.0,12,0.0,8,0,0,0.0,0.0,0.0,0.0,4,0.0,0.0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,16,0,4,0.0,1.0,4,1.0,0,0.0,0.0,83,0.0,0.0,4.0,4.0,1.0,1.0,4.0,1.0,-0.028087734593164645,0,redhat-cop_agnosticd_ansible_roles_ocp-workload-bxms-dm-foundations_tasks_main.yml
5.0,0,0.0,0,0.0,2,-3.64,5,0.0,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0.0,1.0,1,0.5,1,0.5,0.0,15,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,-0.029455160563102722,0,elastic_ansible-elasticsearch_tasks_elasticsearch-Debian-version-lock.yml
3.0,0,0.0,0,0.0,2,-4.83,21,0.0,0.0,0.0,4,1.0,0,0,0,0.0,0.0,1.0,0.25,1,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,0,0,1.0,3.0,2,1.0,0,0.0,0.0,37,1.0,0.33,3.0,2.0,0.67,3.0,2.0,1.0,-0.029375663224227702,0,StarterSquad_prudentia_examples_boxes_tasks.yml
4.0,0,0.0,0,0.0,2,-5.95,40,0.0,0.0,0.0,16,2.0,8,1,1,0.0,0.0,3.0,0.21,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,4,3.0,6.0,8,1.0,0,0.0,0.0,155,3.0,0.27,11.0,8.0,0.73,2.0,8.0,1.0,0.5253774980672701,0,freyproject_frey_roles_znc_1.1.0_tasks_install_from_source.yml
5.0,0,0.0,0,0.0,2,-4.9,16,0.0,0.0,0.0,2,0.0,2,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0,0.0,2.0,5,1.0,0,0.0,0.0,59,0.0,0.0,3.0,3.0,1.0,0.0,5.0,1.0,-0.029461717660463297,0,nginxinc_ansible-role-nginx_tasks_modules_install-xslt.yml
7.0,0,0.0,0,0.0,3,-5.02,28,0.0,0.0,0.0,17,0.0,0,0,0,0.0,0.0,3.0,0.43,0,1.0,0.25,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,0,3.0,3.0,4,0.67,2,0.33,0.0,113,0.0,0.0,4.0,4.0,1.0,12.0,6.0,1.0,1.2164101906967517,0,openshift_openshift-ansible_roles_openshift_aws_tasks_security_group.yml
10.0,0,0.0,0,0.0,2,-4.6,19,0.0,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0,0,0.0,2.0,1,1.0,0,0.0,0.0,33,1.0,0.5,2.0,1.0,0.5,0.0,1.0,1.0,-0.029392416737678582,0,anthcourtney_ansible-role-cis-amazon-linux_tasks_level-1_5.2.7.yml
4.0,0,0.0,0,0.0,2,-4.83,17,0.0,0.0,0.0,6,0.0,0,0,0,0.0,0.0,1.0,0.2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,0,1.0,3.0,4,0.57,3,0.43,0.0,62,0.0,0.0,4.0,4.0,1.0,6.0,7.0,1.0,0.027817317691376676,0,geerlingguy_drupal-vm_provisioning_roles_geerlingguy.postgresql_tasks_setup-Debian.yml
4.0,0,0.0,0,0.0,1,-2.58,4,0.0,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,0,0,0.0,1.0,0,0.0,0,0.0,0.0,6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0733381782143456,0,Stouts_Stouts.python_tasks_main.yml
3.0,0,0.0,0,0.0,1,-4.51,13,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0,0.0,4.0,4,1.0,0,0.0,1.0,38,0.0,0.0,4.0,4.0,1.0,0.0,4.0,1.0,-0.029447595519251704,0,liip_drifter_provisioning_roles_rabbitmq_tasks_main.yml
7.0,0,0.0,0,0.0,3,-4.06,7,0.0,0.0,1.0,1,0.0,0,1,1,0.0,0.0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,1,1.0,0,0.0,0.0,18,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.9748159552935167,0,DigitalState_Platform_platform_ansible_role_app_portal_repository_branch_set_tasks_main.yml
3.0,0,0.0,0,0.0,2,-5.35,28,0.0,0.0,0.0,4,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,28,0,0,0.0,3.0,11,1.0,0,0.0,0.0,84,0.0,0.0,10.0,10.0,1.0,0.0,11.0,1.0,0.2620728730942751,0,RedHatQE_cinch_cinch_roles_jenkins_master_tasks_main.yml
