atss_count,bloc_count,bloc_count_relative,cloc_count,cloc_count_relative,dpt_count,etp_count,loc_count,nbeh_count,nbeh_count_relative,nbl_count,ncd_count,ncmd_count,nco_count,ndk_count,ndk_count_occurrences,ndm_count,ndm_count_occurrences,nemd_count,nemd_count_relative,nfl_count,nfmd_count,nfmd_count_relative,nicd_count,nierr_count,nimpr_count,nimpt_count,ninc_count,nincr_count,ninct_count,nincv_count,nkeys_count,nlk_count,nlo_count,nlp_count,nmd_count,nnnv_count,nnnv_count_relative,nnwv_count,nnwv_count_relative,nsh_count,ntkn_count,ntnn_count,ntnn_count_relative,nts_count,ntun_count,ntun_count_relative,ntvr_count,nun_count,nun_count_relative,outlier_scores,outlier,file
5.0,0,0.0,0,0.0,2,-3.88,10,0.0,0.0,0.0,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0.0,1.0,0,0.0,2,1.0,0.0,34,0.0,0.0,2.0,2.0,1.0,3.0,2.0,1.0,4.654382523327685,1,redhat-openstack_ansible-nfv_roles_configuration_nfv_lab_switches_tasks_junos_backup_restore.yml
4.0,0,0.0,0,0.0,2,-3.28,4,0.0,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,1.0,1,1.0,0,0.0,0.0,11,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.029497305484157247,0,epiphany-platform_epiphany_core_core_src_ansible_roles_deployments_tasks_applications_rabbitmq_cleanup.yml
6.0,0,0.0,0,0.0,2,-6.21,61,0.0,0.0,0.0,29,0.0,5,1,1,0.0,0.0,3.0,0.23,11,0.0,0.0,0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,52,0,1,3.0,6.0,7,0.88,1,0.12,3.0,228,3.0,0.3,10.0,7.0,0.7,19.0,8.0,1.0,1.2975649350727587,0,CentOS-PaaS-SIG_linchpin_linchpin_tests_mockdata_dummy_fetch_ws1_hooks_ansible_libvirt-setup_roles_libvirt-system_tasks_main.yml
4.0,0,0.0,0,0.0,2,-4.23,12,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0,0.0,2.0,4,0.67,2,0.33,0.0,37,0.0,0.0,3.0,3.0,1.0,2.0,6.0,1.0,-0.029427642324282563,0,redhat-cop_agnosticd_ansible_roles_molecule_tasks_main.yml
3.0,0,0.0,0,0.0,2,-5.8,25,0.0,0.0,0.0,10,2.0,4,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,3,0.0,7.0,8,1.0,0,0.0,0.0,109,0.0,0.0,8.0,6.0,0.75,5.0,6.0,0.75,0.3332262117002332,0,liip_drifter_provisioning_roles_django_tasks_main.yml
6.0,0,0.0,0,0.0,2,-5.23,43,0.0,0.0,0.0,8,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40,0,0,1.0,6.0,7,0.64,4,0.36,0.0,121,0.0,0.0,7.0,7.0,1.0,7.0,11.0,1.0,0.3697523186033528,0,sensu_sensu-ansible_tasks_FreeBSD_main.yml
2.0,0,0.0,0,0.0,1,-3.88,5,0.0,0.0,0.0,1,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,0,0,0.0,2.0,2,1.0,0,0.0,0.0,16,0.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,-0.029474516315645353,0,redhat-cop_agnosticd_ansible_roles_config-redis_tasks_main.yml
7.0,0,0.0,0,0.0,3,-3.66,7,0.0,0.0,1.0,0,0.0,0,1,1,0.0,0.0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,1,1.0,0,0.0,0.0,14,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.987723914428654,0,DigitalState_Platform_platform_ansible_role_app_documentation_repository_branch_pull_tasks_main.yml
8.0,0,0.0,0,0.0,2,-5.87,47,0.0,0.0,0.0,13,0.0,0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0,0,0.0,3.0,5,0.71,2,0.29,1.0,189,1.0,0.17,6.0,5.0,0.83,7.0,5.0,0.71,1.0198077914693247,0,ansible_ansible_test_integration_targets_postgresql_tasks_pg_authid_not_readable.yml
8.0,0,0.0,0,0.0,2,-4.98,25,0.0,0.0,0.0,8,0.0,6,0,0,0.0,0.0,1.0,0.33,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,2,0.0,1.0,4,1.0,0,0.0,0.0,69,0.0,0.0,3.0,3.0,1.0,4.0,4.0,1.0,-0.02942825859507968,0,openstack_kolla-ansible_ansible_roles_influxdb_tasks_precheck.yml
3.0,0,0.0,0,0.0,2,-4.21,10,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,0.0,3.0,3,1.0,0,0.0,1.0,25,0.0,0.0,3.0,3.0,1.0,2.0,3.0,1.0,-0.029461703977155515,0,gjmzj_kubeasz_roles_cluster-storage_tasks_alicloud-nas.yml
4.0,0,0.0,0,0.0,1,-3.48,18,0.0,0.0,0.0,4,0.0,2,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,14,0,2,0.0,1.0,5,1.0,0,0.0,0.0,35,0.0,0.0,5.0,5.0,1.0,0.0,5.0,1.0,-0.028731330481293414,0,ceph_ceph-ansible_roles_ceph-iscsi-gw_tasks_main.yml
4.0,3,0.09,0,0.0,2,-5.44,35,0.0,0.0,0.0,8,2.0,0,0,0,0.0,0.0,2.0,0.22,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,1.0,4.0,5,0.83,1,0.17,2.0,129,4.0,0.5,8.0,4.0,0.5,7.0,6.0,1.0,1.0251924953318212,0,openshift_openshift-ansible_roles_template_service_broker_tasks_remove.yml
11.0,1,0.09,0,0.0,1,-4.88,11,0.0,0.0,0.0,2,1.0,0,0,0,0.0,0.0,1.0,0.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,1.0,1.0,1,1.0,0,0.0,0.0,32,0.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,-0.029441798038410502,0,Oefenweb_ansible-percona-server_tasks_queries.yml
11.0,0,0.0,0,0.0,2,-6.1,159,0.0,0.0,0.0,62,2.0,5,0,0,0.0,0.0,6.0,0.29,0,0.0,0.0,70,0.0,0.0,0.0,2.0,0.0,0.0,0.0,94,6,1,6.0,6.0,15,0.88,2,0.12,0.0,675,0.0,0.0,15.0,15.0,1.0,7.0,17.0,1.0,5.312262956870813,1,debops_debops_ansible_roles_debops.dovecot_tasks_main.yml
6.0,0,0.0,0,0.0,2,-6.01,40,0.0,0.0,0.0,18,4.0,9,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36,0,5,0.0,4.0,7,1.0,0,0.0,1.0,189,0.0,0.0,7.0,7.0,1.0,8.0,7.0,1.0,-0.02878552860066375,0,bobbyrenwick_ansible-pip_tasks_main.yml
9.0,0,0.0,0,0.0,2,-5.88,44,0.0,0.0,0.0,15,2.0,5,0,0,0.0,0.0,3.0,0.38,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0,2,3.0,4.0,5,1.0,0,0.0,0.0,170,0.0,0.0,5.0,5.0,1.0,5.0,5.0,1.0,-0.029272372193966653,0,redhat-cop_agnosticd_ansible_roles_config-quay-enterprise_tasks_firewall.yml
8.0,0,0.0,0,0.0,2,-4.76,25,0.0,0.0,0.0,12,0.0,0,0,0,0.0,0.0,3.0,0.5,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,0,3.0,1.0,3,1.0,0,0.0,0.0,91,0.0,0.0,3.0,3.0,1.0,6.0,3.0,1.0,-0.029416055739729708,0,roots_trellis_roles_wordpress-install_tasks_directories.yml
15.0,0,0.0,0,0.0,3,-5.06,15,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,0,0.0,1.0,1,1.0,0,0.0,0.0,36,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,-0.029334378049950965,0,ansistrano_deploy_tasks_anon-stats.yml
5.0,0,0.0,0,0.0,1,-5.37,16,0.0,0.0,0.0,4,3.0,4,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,2,0.0,1.0,3,1.0,0,0.0,0.0,78,0.0,0.0,3.0,3.0,1.0,2.0,3.0,1.0,-0.029303702856922888,0,openshift_openshift-ansible_roles_nuage_node_tasks_iptables.yml
11.0,0,0.0,0,0.0,3,-4.72,11,0.0,0.0,1.0,1,0.0,0,0,0,0.0,0.0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2,1.0,0,0.0,0.0,33,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.5110852783535529,0,DigitalState_Platform_platform_ansible_role_app_services_database_fixtures_load_tasks_load.yml
4.0,0,0.0,0,0.0,3,-5.62,43,0.0,0.0,0.0,6,0.0,2,0,0,0.0,0.0,1.0,0.09,0,0.0,0.0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0,2,1.0,3.0,10,1.0,0,0.0,5.0,141,0.0,0.0,10.0,10.0,1.0,2.0,10.0,1.0,0.44474124634548895,0,Cloudbox_Cloudbox_roles_system_tasks_apt.yml
2.0,0,0.0,0,0.0,1,-2.93,4,0.0,0.0,0.0,2,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4,0,1,0.0,1.0,0,0.0,0,0.0,0.0,13,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0415789328742,0,openstack_kolla-ansible_ansible_roles_swift_tasks_upgrade.yml
7.0,0,0.0,0,0.0,3,-4.45,21,1.0,1.0,1.0,2,0.0,0,0,0,0.0,0.0,2.0,0.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21,0,0,0.0,2.0,6,1.0,0,0.0,0.0,51,1.0,0.33,3.0,2.0,0.67,1.0,2.0,0.33,2.278268224596495,0,ansible_ansible_test_integration_targets_win_updates_tasks_main.yml
7.0,6,0.21,0,0.0,2,-5.5,28,0.0,0.0,0.0,10,0.0,0,0,0,0.0,0.0,2.0,0.33,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,0,2.0,2.0,4,1.0,0,0.0,0.0,106,0.0,0.0,4.0,4.0,1.0,5.0,4.0,1.0,0.38494208072135006,0,redhat-openstack_ansible-nfv_roles_configuration_nfv_lab_switches_tasks_cisco_config.yml
6.0,0,0.0,0,0.0,3,-5.67,153,0.0,0.0,0.0,41,0.0,0,0,0,0.0,0.0,2.0,0.08,12,1.0,0.04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,0,0,0.0,10.0,25,0.69,11,0.31,0.0,424,7.0,0.28,25.0,18.0,0.72,10.0,19.0,0.53,1.6624810520277051,0,ansible_ansible_test_integration_targets_azure_rm_image_tasks_main.yml
10.0,0,0.0,0,0.0,2,-5.06,19,0.0,0.0,0.0,6,0.0,0,0,0,0.0,0.0,2.0,0.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,0,2.0,2.0,2,1.0,0,0.0,0.0,58,0.0,0.0,2.0,2.0,1.0,5.0,2.0,1.0,-0.029484980736563634,0,Oefenweb_ansible-supervisor_tasks_programs.yml
8.0,0,0.0,0,0.0,2,-6.04,126,0.0,0.0,1.0,35,2.0,19,0,0,0.0,0.0,7.0,0.33,4,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,112,0,2,6.0,7.0,20,0.77,6,0.23,0.0,370,1.0,0.07,15.0,12.0,0.8,14.0,16.0,0.62,1.5995118378122728,0,openstack_kolla-ansible_ansible_roles_baremetal_tasks_install.yml
5.0,0,0.0,0,0.0,2,-4.97,14,0.0,0.0,0.0,3,1.0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0.0,3.0,2,1.0,0,0.0,0.0,43,1.0,0.33,3.0,2.0,0.67,7.0,2.0,1.0,-0.029436895760885585,0,ansible_ansible_test_integration_targets_ansible-runner_tasks_playbook_example1.yml
6.0,0,0.0,0,0.0,2,-4.91,11,0.0,0.0,0.0,4,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0.0,2.0,2,1.0,0,0.0,0.0,44,0.0,0.0,2.0,2.0,1.0,4.0,2.0,1.0,-0.02949835268913668,0,jsphpl_laravan_roles_deploy_tasks_clone.yml
9.0,0,0.0,0,0.0,3,-5.1,18,0.0,0.0,1.0,1,0.0,1,0,0,0.0,0.0,1.0,0.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,0,0.0,1.0,3,1.0,0,0.0,1.0,45,1.0,0.5,2.0,1.0,0.5,2.0,3.0,1.0,0.10784459368474664,0,ansible_ansible_test_integration_targets_getent_tasks_main.yml
4.0,0,0.0,0,0.0,1,-3.56,22,0.0,0.0,0.0,25,0.0,25,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,11,0,21,0.0,2.0,1,1.0,0,0.0,0.0,115,5.0,0.83,6.0,1.0,0.17,0.0,1.0,1.0,0.8633105290524775,0,openstack_kolla-ansible_ansible_roles_monasca_tasks_deploy.yml
5.0,0,0.0,0,0.0,1,-4.42,14,0.0,0.0,0.0,4,0.0,0,0,0,0.0,0.0,2.0,0.4,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10,0,0,2.0,3.0,2,1.0,0,0.0,0.0,40,1.0,0.33,3.0,2.0,0.67,5.0,2.0,1.0,0.5723878439858607,0,OCA_ansible-odoo_tasks_install_standard.yml
4.0,0,0.0,0,0.0,1,-3.81,4,0.0,0.0,0.0,1,1.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,1.0,1,1.0,0,0.0,0.0,14,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.029478105839416877,0,thingsym_vaw_roles_wordpress-develop_tasks_phpmd.yml
1.0,0,0.0,0,0.0,1,-1.5,2,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2,0,0,0.0,1.0,0,0.0,0,0.0,0.0,4,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.1928384433627315,0,philsch_ansible-redshift_test_integration_roles_test_delete_user_group_tasks_main.yml
4.0,0,0.0,0,0.0,2,-5.53,22,0.0,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,0,0.0,3.0,3,1.0,0,0.0,0.0,63,2.0,0.4,5.0,3.0,0.6,3.0,3.0,1.0,-0.029326185657121025,0,ansible_ansible_test_integration_targets_tower_job_cancel_tasks_main.yml
4.0,0,0.0,0,0.0,2,-3.64,8,0.0,0.0,0.0,2,0.0,4,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,2,0.0,1.0,2,1.0,0,0.0,0.0,26,0.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,-0.029444490138679093,0,fubarhouse_ansible-role-golang_tasks_tasks-Darwin.yml
17.0,0,0.0,0,0.0,3,-5.23,17,1.0,1.0,1.0,1,0.0,1,0,0,0.0,0.0,2.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16,0,0,0.0,0.0,4,1.0,0,0.0,0.0,59,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.5,2.6977010083396946,0,ansible_ansible_test_integration_targets_apache2_module_tasks_main.yml
37.0,0,0.0,0,0.0,3,-5.57,38,0.0,0.0,1.0,16,0.0,1,0,0,0.0,0.0,1.0,1.0,8,0.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,0,0,0.0,0.0,5,0.83,1,0.17,0.0,139,0.0,0.0,1.0,1.0,1.0,11.0,6.0,1.0,0.39116667694426843,0,galaxyproject_ansible-galaxy_tasks_dependencies.yml
5.0,0,0.0,0,0.0,2,-5.22,15,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,0,0.0,2.0,3,1.0,0,0.0,0.0,43,0.0,0.0,3.0,3.0,1.0,1.0,3.0,1.0,-0.029417061505897926,0,ansible_ansible_test_integration_targets_wait_for_connection_tasks_main.yml
6.0,7,0.22,0,0.0,2,-5.45,32,0.0,0.0,0.0,8,1.0,0,1,4,0.0,0.0,1.0,0.17,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,0,1.0,3.0,5,0.83,1,0.17,3.0,172,0.0,0.0,5.0,5.0,1.0,3.0,6.0,1.0,1.5726543312666161,0,ansible_ansible_test_integration_targets_git_tasks_setup-local-repos.yml
4.0,0,0.0,0,0.0,2,-3.81,4,0.0,0.0,0.0,1,0.0,0,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,1.0,1,1.0,0,0.0,1.0,14,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5302194171193084,0,jsphpl_laravan_roles_deploy_tasks_migrate.yml
2.0,0,0.0,0,0.0,1,-4.68,14,0.0,0.0,0.0,6,2.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,0,0.0,2.0,6,1.0,0,0.0,0.0,78,0.0,0.0,6.0,6.0,1.0,6.0,6.0,1.0,-0.02934639981209125,0,freyproject_frey_roles_deploy_1.4.0_tasks_setup.yml
6.0,0,0.0,0,0.0,5,-5.04,17,0.0,0.0,1.0,6,0.0,0,0,0,0.0,0.0,2.0,0.67,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16,0,0,0.0,1.0,2,1.0,0,0.0,0.0,47,1.0,0.33,3.0,2.0,0.67,5.0,2.0,1.0,1.3276172125853107,0,openshift_openshift-ansible_roles_openshift_sanitize_inventory_tasks_deprecations.yml
6.0,0,0.0,0,0.0,1,-4.42,7,0.0,0.0,0.0,2,0.0,0,0,0,0.0,0.0,1.0,0.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1.0,1.0,1,1.0,0,0.0,0.0,24,0.0,0.0,1.0,1.0,1.0,5.0,1.0,1.0,-0.02944468427433179,0,ansible_ansible_test_integration_targets_cnos_conditional_command_tasks_main.yml
7.0,0,0.0,0,0.0,2,-6.6,180,0.0,0.0,0.0,50,0.0,9,1,1,0.0,0.0,1.0,0.04,3,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,149,0,5,1.0,12.0,23,0.88,3,0.12,3.0,502,5.0,0.19,27.0,22.0,0.81,24.0,24.0,0.92,2.481320787588829,0,edx_configuration_playbooks_roles_jenkins_analytics_tasks_main.yml
7.0,9,0.18,0,0.0,2,-5.6,51,0.0,0.0,0.0,17,3.0,0,1,3,0.0,0.0,0.0,0.0,0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,0,0,0.0,3.0,7,1.0,0,0.0,0.0,165,0.0,0.0,7.0,7.0,1.0,8.0,7.0,1.0,1.3142811711060909,0,carlalexander_debops-wordpress_roles_wordpress_tasks_install_bedrock.yml
3.0,0,0.0,0,0.0,1,-3.62,6,0.0,0.0,0.0,4,0.0,4,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4,0,2,0.0,1.0,0,0.0,0,0.0,0.0,20,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.9964054740410941,0,mgcrea_ansible-web-playbooks_roles_database_redis_tasks_install_main.yml
5.0,0,0.0,0,0.0,2,-5.33,40,0.0,0.0,0.0,10,1.0,0,0,0,0.0,0.0,2.0,0.2,4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,0,0,2.0,8.0,11,1.0,0,0.0,0.0,106,0.0,0.0,8.0,8.0,1.0,5.0,9.0,0.82,0.2446195210920253,0,ceph_ceph-ansible_roles_ceph-common_tasks_installs_configure_redhat_local_installation.yml
13.0,0,0.0,0,0.0,2,-6.38,188,0.0,0.0,0.0,153,0.0,36,0,0,0.0,0.0,15.0,0.5,44,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,0,70,15.0,7.0,15,0.6,10,0.4,0.0,841,0.0,0.0,15.0,15.0,1.0,29.0,18.0,0.72,3.584937995905225,1,debops_debops_ansible_roles_debops.mariadb_tasks_manage_contents.yml
9.0,0,0.0,0,0.0,2,-4.44,9,0.0,0.0,0.0,3,0.0,0,0,0,0.0,0.0,1.0,0.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,1.0,1.0,1,0.5,1,0.5,0.0,29,0.0,0.0,1.0,1.0,1.0,4.0,2.0,1.0,0.21172118979070348,0,nusenu_ansible-relayor_tasks_linux_service.yml
