,atss_count,bloc_count,bloc_count_relative,cloc_count,cloc_count_relative,dpt_count,etp_count,loc_count,nbeh_count,nbeh_count_relative,nbl_count,ncmd_count,ndk_count,ndk_count_occurrences,ndm_count,ndm_count_occurrences,nemd_count_relative,nfl_count,nfmd_count,nfmd_count_relative,nicd_count,nierr_count,nimpr_count,nimpt_count,ninc_count,nincr_count,ninct_count,nincv_count,nlk_count,nlo_count,nlp_count,nmd_count,nnnv_count_relative,nnwv_count,nnwv_count_relative,nsh_count,ntnn_count,ntun_count_relative,nun_count_relative,clusters
5099,7.0,0,0.0,0,0.0,2,-6.28,82,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.27,5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4.0,8.0,0.81,3,0.19,0.0,0.0,1.0,1.0,5
5100,10.0,0,0.0,0,0.0,2,-5.44,10,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,1,1.0,0.0,0.0,1.0,1.0,1
5101,4.0,0,0.0,0,0.0,2,-5.26,11,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,4,0.0,2.0,0.67,1,0.33,0.0,0.0,1.0,1.0,1
5102,3.0,0,0.0,0,0.0,1,-5.15,10,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,1.0,0,0.0,1.0,0.0,1.0,1.0,1
5103,4.0,0,0.0,0,0.0,2,-5.72,46,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,2.0,0.18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,5.0,1.0,0,0.0,0.0,5.0,0.36,0.67,4
5104,8.0,0,0.0,0,0.0,2,-4.89,15,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.33,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,2.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
5105,7.0,0,0.0,0,0.0,2,-5.33,21,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.4,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,3.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
5106,1.0,0,0.0,0,0.0,1,-1.0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1
5108,11.0,0,0.0,0,0.0,3,-4.6,11,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1.0,1
5109,4.0,0,0.0,0,0.0,2,-3.17,4,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1
5110,15.0,0,0.0,0,0.0,3,-6.69,192,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.07,36,1.0,0.08,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,5.0,7.0,0.93,1,0.07,0.0,0.0,1.0,1.0,2
5111,3.0,0,0.0,0,0.0,1,-3.32,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
5112,4.0,0,0.0,0,0.0,3,-4.68,19,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
5113,2.0,0,0.0,0,0.0,1,-4.56,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,3.0,1.0,0,0.0,0.0,2.0,0.5,1.0,1
5114,11.0,0,0.0,0,0.0,3,-4.14,11,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1.0,1
5115,5.0,0,0.0,0,0.0,2,-5.8,95,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.17,12,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,5.0,0.76,4,0.24,0.0,6.0,0.47,0.53,5
5116,81.0,0,0.0,0,0.0,3,-5.77,81,1.0,1.0,1.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.77,5
5117,10.0,0,0.0,0,0.0,2,-4.47,10,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
5119,6.0,0,0.0,0,0.0,2,-4.85,12,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,2.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
5120,1.0,0,0.0,0,0.0,1,-2.0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1
5121,10.0,1,0.01,0,0.0,3,-6.68,130,0.0,0.0,0.0,3.0,1,2,0.0,0.0,0.13,4,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,2.0,7.0,0.94,1,0.06,3.0,0.0,0.85,0.75,3
5122,10.0,0,0.0,0,0.0,2,-5.82,96,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.23,5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2,3.0,5.0,0.83,2,0.17,0.0,0.0,1.0,0.83,5
5123,5.0,0,0.0,0,0.0,2,-4.76,15,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,3.0,1.0,0,0.0,1.0,0.0,1.0,1.0,1
5124,4.0,0,0.0,0,0.0,2,-4.72,18,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,3.0,0.6,2,0.4,0.0,1.0,0.75,0.6,1
5125,4.0,0,0.0,0,0.0,1,-4.73,16,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
5126,36.0,0,0.0,0,0.0,3,-5.55,37,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1.0,3,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.0,0.0,1.0,0,0.0,0.0,0.0,1.0,1.0,4
5127,4.0,0,0.0,0,0.0,1,-4.43,16,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4,0.0,0.0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,4,0.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
5128,5.0,0,0.0,0,0.0,2,-5.69,32,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,5.0,1.0,0,0.0,1.0,0.0,1.0,1.0,4
5129,5.0,0,0.0,0,0.0,2,-4.37,16,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.67,2,0.33,0.0,0.0,1.0,1.0,1
5130,20.0,0,0.0,0,0.0,3,-5.52,138,0.0,0.0,7.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,0.0,1.0,0.48,3
5131,4.0,0,0.0,0,0.0,2,-3.17,4,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1
5133,5.0,0,0.0,0,0.0,2,-6.35,99,0.0,0.0,2.0,0.0,0,0,0.0,0.0,0.2,0,0.0,0.0,0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0,26,2.0,5.0,1.0,0,0.0,0.0,3.0,0.85,1.0,5
5134,6.0,0,0.0,0,0.0,2,-5.86,75,0.0,0.0,0.0,2.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,7.0,0.95,1,0.05,0.0,0.0,1.0,1.0,5
5136,8.0,0,0.0,0,0.0,2,-5.28,30,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.33,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,3.0,0.75,1,0.25,0.0,1.0,0.75,1.0,4
5137,7.0,0,0.0,0,0.0,1,-4.45,22,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.25,8,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0,0,1.0,2.0,1.0,0,0.0,0.0,2.0,0.33,1.0,0
5138,10.0,0,0.0,0,0.0,2,-4.25,10,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
5139,2.0,0,0.0,0,0.0,2,-4.71,14,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0,0,0.0,3.0,0.5,1,0.5,0.0,7.0,0.12,1.0,1
5140,14.0,0,0.0,0,0.0,3,-6.33,82,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0.4,6,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,1.0,0,0.0,0.0,1.0,0.83,1.0,5
5141,14.0,0,0.0,0,0.0,2,-5.02,29,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,8,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,0
5142,9.0,0,0.0,0,0.0,1,-5.4,9,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,1,1.0,0.0,0.0,1.0,1.0,1
5143,4.0,0,0.0,0,0.0,2,-4.07,8,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,0.67,1,0.33,0.0,0.0,1.0,1.0,1
5144,7.0,0,0.0,0,0.0,2,-5.76,35,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.17,1,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,5.0,0.88,1,0.12,0.0,0.0,1.0,0.75,4
5145,1.0,0,0.0,0,0.0,1,-1.0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1
5146,6.0,4,0.02,1,0.01,2,-5.55,163,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.04,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,4.0,1.0,0,0.0,0.0,0.0,1.0,0.93,3
5147,9.0,1,0.01,0,0.0,2,-6.71,153,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.16,11,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,3.0,7.0,0.9,2,0.1,0.0,0.0,1.0,1.0,3
5148,7.0,0,0.0,0,0.0,3,-4.06,7,0.0,0.0,1.0,0.0,1,1,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1.0,1
5149,5.0,0,0.0,0,0.0,1,-4.06,5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
5150,7.0,0,0.0,0,0.0,2,-5.0,27,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,3.0,1.0,0,0.0,0.0,0.0,1.0,1.0,4
5151,5.0,0,0.0,0,0.0,2,-5.47,43,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,19,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,2.0,0.33,2,0.67,0.0,6.0,0.25,1.0,4
5152,5.0,0,0.0,0,0.0,2,-4.63,24,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.29,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
5153,12.0,0,0.0,0,0.0,3,-5.77,49,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1.0,3.0,0.89,1,0.11,0.0,0.0,1.0,0.78,4
5154,2.0,0,0.0,0,0.0,1,-3.99,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
5155,5.0,0,0.0,0,0.0,2,-5.42,32,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,4.0,0.86,1,0.14,0.0,1.0,0.86,1.0,4
5156,8.0,4,0.08,0,0.0,2,-6.35,51,0.0,0.0,0.0,1.0,1,3,0.0,0.0,0.4,6,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,4.0,1.0,0,0.0,3.0,0.0,1.0,1.0,4
5157,3.0,0,0.0,0,0.0,2,-3.94,8,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,3.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
5159,13.0,0,0.0,0,0.0,3,-4.3,13,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1.0,1
5161,2.0,0,0.0,0,0.0,2,-4.18,14,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,0.0,0,0.0,0.0,7.0,0.0,0.0,1
5162,9.0,3,0.11,0,0.0,2,-5.53,27,0.0,0.0,0.0,3.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,0
5163,4.0,0,0.0,0,0.0,2,-5.63,21,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0.0,6.0,1.0,0,0.0,0.0,1.0,0.83,1.0,1
5164,9.0,0,0.0,0,0.0,3,-4.32,9,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1.0,1
5165,3.0,0,0.0,0,0.0,1,-4.06,17,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,0,0.0,0.0,5.0,0.0,0.0,1
5166,5.0,0,0.0,0,0.0,2,-3.55,5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
5167,7.0,0,0.0,0,0.0,3,-3.66,7,0.0,0.0,1.0,0.0,1,1,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1.0,1
5168,8.0,1,0.04,0,0.0,2,-5.47,24,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.25,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,2.0,1.0,0,0.0,0.0,0.0,1.0,1.0,0
5169,5.0,0,0.0,0,0.0,2,-4.55,10,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.33,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,2.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
5170,13.0,0,0.0,0,0.0,3,-4.3,13,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1.0,1
5171,13.0,0,0.0,0,0.0,2,-4.59,13,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.5,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,0.5,1,0.5,0.0,0.0,1.0,1.0,1
5172,5.0,0,0.0,0,0.0,3,-6.25,75,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.12,21,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,10,2.0,3.0,0.86,2,0.14,0.0,1.0,0.93,1.0,5
5173,4.0,0,0.0,0,0.0,2,-4.94,35,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,4.0,0.44,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,3.0,1.0,0,0.0,0.0,4.0,0.56,1.0,4
5174,11.0,1,0.01,0,0.0,2,-6.31,68,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.33,7,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.0,4.0,0.86,1,0.14,0.0,0.0,1.0,1.0,5
5176,4.0,0,0.0,0,0.0,2,-5.94,44,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,6,0.0,6.0,1.0,0,0.0,1.0,0.0,1.0,1.0,4
5177,6.0,0,0.0,0,0.0,2,-5.42,30,0.0,0.0,0.0,4.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,1.0,0,0.0,0.0,0.0,0.6,0.6,4
5178,5.0,0,0.0,0,0.0,2,-3.25,5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1
5179,4.0,0,0.0,0,0.0,2,-3.17,4,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1
5180,35.0,0,0.0,0,0.0,3,-4.86,35,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1.0,4
5181,3.0,0,0.0,0,0.0,1,-5.23,9,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0,0.0,3.0,0.0,1.0,1.0,1
5182,3.0,0,0.0,0,0.0,1,-4.77,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,2.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
5183,4.0,0,0.0,0,0.0,2,-2.5,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
5184,17.0,0,0.0,0,0.0,3,-4.18,17,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
5185,4.0,0,0.0,0,0.0,2,-3.66,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
5186,4.0,0,0.0,0,0.0,2,-5.7,28,0.0,0.0,0.0,2.0,0,0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,4.0,1.0,0,0.0,1.0,3.0,0.57,1.0,4
5187,8.0,0,0.0,0,0.0,2,-4.98,25,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.33,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,0
5188,7.0,0,0.0,0,0.0,2,-5.96,48,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.25,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2.0,6.0,0.8,2,0.2,0.0,0.0,1.0,1.0,4
5189,11.0,0,0.0,0,0.0,5,-6.47,179,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.74,3,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,6.0,5.0,0.59,11,0.41,0.0,0.0,1.0,0.78,3
5190,8.0,0,0.0,0,0.0,2,-4.98,15,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,2.0,2.0,0.67,1,0.33,0.0,0.0,1.0,1.0,1
5191,4.0,0,0.0,0,0.0,2,-5.39,28,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0,2,0.0,4.0,1.0,0,0.0,0.0,3.0,0.62,1.0,4
5192,11.0,0,0.0,0,0.0,2,-5.93,100,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.36,15,0.0,0.0,4,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0,0,5.0,3.0,1.0,0,0.0,0.0,7.0,0.22,1.0,5
5193,3.0,0,0.0,0,0.0,1,-5.89,19,0.0,0.0,0.0,2.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,5.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
5194,7.0,0,0.0,0,0.0,2,-4.68,20,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.25,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1.0,2.0,0.75,1,0.25,0.0,0.0,1.0,1.0,1
5195,3.0,0,0.0,0,0.0,1,-4.35,10,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
5196,10.0,0,0.0,0,0.0,3,-6.37,60,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.29,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,5.0,0.9,1,0.1,0.0,0.0,1.0,1.0,4
5197,9.0,0,0.0,0,0.0,2,-5.47,224,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.25,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,0.62,15,0.38,0.0,0.0,0.71,0.44,2
5198,3.0,0,0.0,0,0.0,2,-5.03,18,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0,1,0.0,4.0,1.0,0,0.0,0.0,4.0,0.43,1.0,1
5199,3.0,0,0.0,0,0.0,2,-3.32,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
5200,5.0,1,0.02,0,0.0,2,-6.52,55,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.08,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1.0,11.0,0.85,2,0.15,0.0,1.0,0.92,1.0,4
5201,4.0,0,0.0,0,0.0,2,-4.66,22,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,2.0,0.33,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,3.0,1.0,0,0.0,0.0,0.0,0.67,0.67,1
5202,4.0,0,0.0,0,0.0,2,-5.67,45,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0.0,6.0,0.75,2,0.25,0.0,4.0,0.4,0.5,4
