,atss_count,bloc_count,bloc_count_relative,cloc_count,cloc_count_relative,dpt_count,etp_count,loc_count,nbeh_count,nbeh_count_relative,nbl_count,ncmd_count,ndk_count,ndk_count_occurrences,ndm_count,ndm_count_occurrences,nemd_count_relative,nfl_count,nfmd_count,nfmd_count_relative,nicd_count,nierr_count,nimpr_count,nimpt_count,ninc_count,nincr_count,ninct_count,nincv_count,nlk_count,nlo_count,nlp_count,nmd_count,nnnv_count_relative,nnwv_count,nnwv_count_relative,nsh_count,ntnn_count,ntun_count_relative,nun_count_relative,clusters
876,8.0,1,0.07,0,0.0,2,-5.23,15,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
877,12.0,0,0.0,0,0.0,3,-5.27,60,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.8,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.67,3,0.33,0.0,0.0,1.0,0.78,4
878,13.0,0,0.0,0,0.0,2,-6.17,115,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.44,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,7.0,5.0,1.0,0,0.0,2.0,0.0,1.0,1.0,3
879,10.0,0,0.0,0,0.0,2,-4.82,19,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,2.0,1.0,0,0.0,0.0,1.0,0.5,1.0,1
880,8.0,0,0.0,0,0.0,2,-5.02,46,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,3.0,1.0,0,0.0,0.0,0.0,1.0,1.0,4
881,12.0,0,0.0,0,0.0,2,-5.62,48,0.0,0.0,0.0,2.0,0,0,0.0,0.0,0.5,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,4.0,3.0,1.0,0,0.0,0.0,0.0,0.5,0.5,4
882,4.0,0,0.0,0,0.0,1,-4.56,8,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
883,9.0,6,0.1,0,0.0,2,-5.47,60,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19,0.0,5.0,1.0,0,0.0,0.0,0.0,0.43,0.56,5
884,13.0,0,0.0,0,0.0,3,-4.36,13,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1.0,1
885,10.0,0,0.0,0,0.0,2,-4.92,19,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.33,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1.0,2.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
887,7.0,0,0.0,0,0.0,2,-6.55,79,0.0,0.0,0.0,2.0,0,0,0.0,0.0,0.14,11,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,2.0,4.0,1.0,0,0.0,1.0,0.0,1.0,1.0,5
888,8.0,0,0.0,0,0.0,2,-6.0,76,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.18,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,8.0,1.0,0,0.0,0.0,0.0,1.0,0.83,5
889,4.0,0,0.0,0,0.0,2,-4.44,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
890,7.0,0,0.0,0,0.0,2,-3.97,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
891,5.0,0,0.0,0,0.0,2,-5.2,19,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
892,3.0,0,0.0,0,0.0,2,-5.83,33,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0,1,0.0,5.0,0.9,1,0.1,0.0,1.0,0.9,1.0,4
893,7.0,0,0.0,0,0.0,2,-5.11,36,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,3.0,1.0,0,0.0,0.0,0.0,1.0,1.0,4
894,5.0,0,0.0,0,0.0,3,-6.35,76,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.2,1,0.0,0.0,0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,1.0,6.0,0.94,1,0.06,1.0,3.0,0.79,1.0,5
895,10.0,0,0.0,0,0.0,3,-4.11,10,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1.0,1
896,1.0,0,0.0,0,0.0,1,-2.0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1
897,5.0,2,0.02,0,0.0,3,-7.13,130,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.04,29,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1.0,4.0,1.0,0,0.0,1.0,5.0,0.79,1.0,3
898,5.0,0,0.0,0,0.0,2,-5.75,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,1.0,0,0.0,0.0,3.0,0.62,0.75,4
899,7.0,0,0.0,0,0.0,2,-4.6,22,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,3.0,0.5,2,0.5,0.0,0.0,1.0,1.0,1
900,7.0,0,0.0,2,0.02,2,-5.17,87,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,2.0,0.15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,3.0,0.72,5,0.28,0.0,0.0,0.38,0.28,5
901,3.0,0,0.0,0,0.0,1,-4.72,26,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,3.0,1.0,0,0.0,3.0,0.0,1.0,1.0,0
902,4.0,0,0.0,0,0.0,2,-4.08,8,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
903,7.0,0,0.0,1,0.01,2,-6.92,138,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.09,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,2.0,11.0,0.42,15,0.58,0.0,0.0,1.0,0.92,3
904,7.0,0,0.0,0,0.0,3,-3.66,7,0.0,0.0,1.0,0.0,1,1,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1.0,1
905,2.0,0,0.0,0,0.0,1,-2.81,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
906,8.0,3,0.02,4,0.03,2,-6.8,130,0.0,0.0,0.0,2.0,1,1,0.0,0.0,0.0,3,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,7.0,0.81,4,0.19,3.0,0.0,1.0,1.0,3
907,1.0,0,0.0,0,0.0,1,-2.0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1
908,12.0,0,0.0,0,0.0,2,-5.11,35,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.0,3.0,1.0,0,0.0,0.0,0.0,1.0,1.0,4
909,7.0,0,0.0,0,0.0,2,-6.45,97,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.13,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,2.0,4.0,0.64,5,0.36,0.0,0.0,1.0,1.0,5
910,6.0,0,0.0,0,0.0,2,-4.8,70,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,1.0,0,0.0,0.0,0.0,0.5,0.33,5
911,8.0,0,0.0,0,0.0,2,-5.92,146,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.46,7,0.0,0.0,0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0,2,10.0,2.0,1.0,0,0.0,0.0,0.0,1.0,1.0,3
912,5.0,0,0.0,0,0.0,2,-3.62,5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
913,12.0,0,0.0,0,0.0,2,-5.61,207,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,1.0,0,0.0,0.0,0.0,1.0,1.0,2
915,28.0,2,0.04,0,0.0,3,-6.16,57,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.5,4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1.0,1.0,1.0,0,0.0,0.0,2.0,0.0,1.0,4
916,11.0,0,0.0,0,0.0,2,-5.12,34,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,4
917,3.0,0,0.0,0,0.0,1,-4.32,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
918,10.0,0,0.0,0,0.0,2,-3.75,10,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.5,1,0.5,0.0,0.0,1.0,1.0,1
919,3.0,0,0.0,0,0.0,2,-5.38,19,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0,1,0.0,4.0,1.0,0,0.0,0.0,4.0,0.43,1.0,1
920,10.0,1,0.02,0,0.0,2,-6.09,59,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.33,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,1.0,2.0,1.0,0,0.0,0.0,0.0,1.0,1.0,4
921,7.0,0,0.0,0,0.0,2,-5.39,34,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.17,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,4.0,0.12,7,0.88,0.0,0.0,0.6,0.38,4
922,4.0,0,0.0,0,0.0,2,-5.79,36,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.2,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0,0,2.0,6.0,0.75,2,0.25,0.0,2.0,0.75,1.0,4
923,3.0,0,0.0,0,0.0,1,-3.32,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0,0.0,1.0,0.0,1.0,1.0,1
925,7.0,0,0.0,0,0.0,2,-4.83,20,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,0.83,1,0.17,0.0,0.0,1.0,1.0,1
926,6.0,0,0.0,0,0.0,2,-5.66,29,0.0,0.0,0.0,3.0,0,0,0.0,0.0,0.29,8,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2.0,2.0,1.0,0,0.0,0.0,0.0,1.0,1.0,4
927,6.0,0,0.0,0,0.0,1,-4.0,11,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
928,4.0,0,0.0,0,0.0,1,-5.22,11,0.0,0.0,0.0,3.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
929,5.0,0,0.0,0,0.0,2,-5.21,27,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,5.0,1.0,0,0.0,0.0,0.0,1.0,1.0,4
930,9.0,0,0.0,0,0.0,2,-5.83,43,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.29,0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,5.0,1.0,0,0.0,0.0,0.0,1.0,1.0,4
931,1.0,0,0.0,0,0.0,1,-2.0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1
932,1.0,0,0.0,0,0.0,1,-2.0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1
933,7.0,0,0.0,0,0.0,2,-4.97,14,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.5,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
934,6.0,0,0.0,0,0.0,2,-5.01,23,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,0.75,1,0.25,0.0,0.0,1.0,1.0,1
935,6.0,0,0.0,0,0.0,3,-6.13,75,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.13,6,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,5.0,0.82,2,0.18,0.0,4.0,0.38,0.64,5
936,3.0,0,0.0,0,0.0,2,-6.21,38,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,4,0.0,8.0,1.0,0,0.0,1.0,0.0,1.0,1.0,4
937,6.0,2,0.07,0,0.0,2,-5.49,28,0.0,0.0,0.0,2.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,4.0,1.0,0,0.0,0.0,0.0,1.0,1.0,4
938,16.0,0,0.0,0,0.0,2,-4.3,16,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
939,10.0,0,0.0,0,0.0,2,-5.43,20,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.5,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
940,8.0,4,0.04,0,0.0,2,-6.57,90,0.0,0.0,0.0,2.0,0,0,0.0,0.0,0.0,4,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,9.0,1.0,0,0.0,2.0,1.0,0.91,1.0,5
941,4.0,0,0.0,0,0.0,1,-4.52,9,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
942,6.0,0,0.0,0,0.0,2,-5.08,18,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.4,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,2.0,1.0,0,0.0,0.0,0.0,0.33,0.33,1
943,5.0,0,0.0,0,0.0,2,-4.02,5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.5,1,0.5,0.0,0.0,1.0,1.0,1
944,7.0,0,0.0,0,0.0,2,-5.8,81,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.35,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6.0,4.0,1.0,0,0.0,1.0,0.0,1.0,1.0,5
945,3.0,0,0.0,0,0.0,1,-5.0,15,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,4.0,1.0,0,0.0,1.0,2.0,0.6,1.0,1
946,12.0,0,0.0,0,0.0,2,-6.1,116,0.0,0.0,0.0,6.0,0,0,0.0,0.0,0.17,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2.0,5.0,0.56,8,0.44,1.0,0.0,1.0,0.67,3
947,4.0,0,0.0,0,0.0,2,-3.17,4,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1
948,3.0,0,0.0,0,0.0,2,-4.89,15,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,4.0,1.0,0,0.0,1.0,0.0,1.0,1.0,1
949,7.0,0,0.0,0,0.0,3,-4.06,7,0.0,0.0,1.0,0.0,1,1,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1.0,1
950,2.0,0,0.0,0,0.0,1,-3.93,10,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,1,0.0,2.0,1.0,0,0.0,0.0,4.0,0.2,1.0,1
951,8.0,0,0.0,0,0.0,2,-5.9,38,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.0,5.0,0.83,1,0.17,0.0,0.0,1.0,1.0,4
952,9.0,9,0.05,0,0.0,2,-6.85,171,0.0,0.0,0.0,10.0,1,1,0.0,0.0,0.32,6,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,7.0,4.0,1.0,0,0.0,1.0,0.0,0.9,0.9,3
953,12.0,1,0.02,0,0.0,3,-6.03,48,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.4,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,3.0,0.89,1,0.11,1.0,0.0,1.0,1.0,4
954,6.0,0,0.0,0,0.0,2,-5.12,23,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
955,9.0,0,0.0,0,0.0,3,-3.85,9,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1.0,1
956,2.0,0,0.0,0,0.0,2,-2.32,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1
957,12.0,1,0.01,0,0.0,3,-6.7,109,1.0,1.0,1.0,1.0,1,1,0.0,0.0,0.2,15,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,6.0,0.81,3,0.19,0.0,0.0,1.0,0.88,5
958,6.0,0,0.0,0,0.0,2,-4.57,11,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.33,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,2.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
959,2.0,0,0.0,0,0.0,1,-3.18,9,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,5.0,0.0,0.0,1
960,4.0,0,0.0,0,0.0,2,-5.01,9,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,2.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
961,4.0,0,0.0,0,0.0,2,-5.48,21,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,1.0,0,0.0,3.0,0.0,1.0,1.0,1
963,12.0,0,0.0,0,0.0,2,-5.07,24,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,2.0,0.67,1,0.33,0.0,0.0,1.0,1.0,0
964,24.0,0,0.0,0,0.0,3,-4.87,24,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,3,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,0.0,1.0,1.0,0
965,5.0,0,0.0,0,0.0,2,-4.31,19,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,2.0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1
966,4.0,0,0.0,0,0.0,2,-3.38,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.5,1,0.5,0.0,0.0,1.0,1.0,1
967,10.0,0,0.0,0,0.0,2,-4.7,10,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,1.0,0.0,0.0,1.0,1.0,1
968,6.0,1,0.02,0,0.0,2,-5.99,44,0.0,0.0,0.0,2.0,0,0,0.0,0.0,0.12,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,5.0,0.64,4,0.36,0.0,0.0,1.0,1.0,4
969,8.0,0,0.0,0,0.0,2,-5.78,439,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,3.0,1.0,0,0.0,0.0,0.0,1.0,0.69,2
970,12.0,0,0.0,0,0.0,2,-4.98,25,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,2.0,0.67,1,0.33,0.0,0.0,1.0,1.0,0
971,4.0,0,0.0,0,0.0,2,-5.28,30,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.2,2,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,2.0,2.0,0.75,2,0.25,0.0,2.0,0.75,0.75,4
972,14.0,0,0.0,0,0.0,2,-5.17,14,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.5,6,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1.0,1.0,0.5,1,0.5,0.0,0.0,1.0,1.0,1
973,1.0,0,0.0,0,0.0,1,-1.0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1
974,5.0,0,0.0,0,0.0,4,-5.93,175,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.03,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,3.0,1.0,0,0.0,0.0,0.0,0.56,0.51,3
975,8.0,0,0.0,0,0.0,2,-5.82,202,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,4.0,0.9,3,0.1,0.0,0.0,1.0,0.93,2
976,4.0,0,0.0,0,0.0,2,-3.17,4,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1
977,8.0,2,0.08,0,0.0,2,-4.92,24,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,1.0,0,0.0,0.0,0.0,1.0,0.6,1
