,atss_count,bloc_count_relative,cloc_count_relative,dpt_count,etp_count,loc_count,nbeh_count_relative,nbl_count,ncd_count,ncmd_count,nco_count,ndk_count,ndk_count_occurrences,ndm_count,ndm_count_occurrences,nemd_count_relative,nfl_count,nfmd_count_relative,nicd_count,nierr_count,nimpr_count,nimpt_count,ninc_count,nincr_count,ninct_count,nincv_count,nkeys_count,nlk_count,nlo_count,nlp_count,nmd_count,nnnv_count_relative,nnwv_count_relative,nsh_count,ntkn_count,ntnn_count_relative,nts_count,ntun_count_relative,ntvr_count,nun_count_relative,clusters
7069,10.0,0.0,0.0,2,-5.57,31,0.0,0.0,8,0.0,5,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,3,0.0,3.0,1.0,0.0,1.0,99,0.0,3.0,0.33,3.0,0.33,0
7070,12.0,0.0,0.0,2,-5.63,337,0.0,0.0,140,0.0,6,0,0,0.0,0.0,0.0,74,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313,0,5,0.0,3.0,1.0,0.0,0.0,1234,0.0,29.0,0.93,27.0,0.93,3
7071,4.0,0.0,0.0,2,-3.32,4,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,1.0,1.0,0.0,0.0,10,0.0,1.0,1.0,1.0,1.0,1
7072,6.0,0.04,0.0,2,-5.49,25,0.0,0.0,7,1.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20,0,0,1.0,3.0,1.0,0.0,0.0,87,0.0,4.0,1.0,5.0,1.0,4
7073,5.0,0.0,0.0,2,-5.62,37,0.0,0.0,12,0.0,4,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0,1,0.0,5.0,1.0,0.0,0.0,123,0.0,7.0,1.0,6.0,1.0,0
7074,6.0,0.0,0.0,2,-4.67,24,0.0,0.0,7,0.0,0,0,0,0.0,0.0,0.2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,0,1.0,3.0,0.67,0.33,0.0,69,0.0,4.0,1.0,8.0,1.0,1
7075,7.0,0.07,0.0,2,-6.72,67,0.0,0.0,30,3.0,8,0,0,0.0,0.0,0.29,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,0,12,4.0,5.0,0.92,0.08,2.0,293,0.0,10.0,1.0,11.0,1.0,2
7076,6.0,0.0,0.0,2,-5.03,22,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0,0.0,3.0,1.0,0.0,0.0,49,0.0,4.0,1.0,2.0,1.0,1
7077,10.0,0.0,0.0,3,-4.11,10,0.0,1.0,2,0.0,0,0,0,0.0,0.0,1.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,0.0,0.0,1.0,0.0,0.0,21,1.0,1.0,0.0,2.0,1.0,1
7078,6.0,0.0,0.0,2,-4.52,6,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0.0,1.0,1.0,0.0,0.0,28,0.0,1.0,1.0,2.0,1.0,1
7079,11.0,0.0,0.0,3,-4.44,11,0.0,0.0,4,0.0,0,0,0,0.0,0.0,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11,0,0,1.0,1.0,1.0,0.0,0.0,31,0.0,1.0,1.0,8.0,1.0,1
7080,6.0,0.0,0.0,2,-4.17,6,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0.0,1.0,1.0,0.0,0.0,18,0.0,1.0,1.0,2.0,1.0,1
7081,14.0,0.0,0.0,3,-4.94,14,0.0,1.0,4,0.0,0,0,0,0.0,0.0,1.0,0,0.0,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12,0,0,0.0,0.0,1.0,0.0,0.0,49,1.0,1.0,0.0,1.0,1.0,1
7082,6.0,0.0,0.0,2,-5.07,22,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0,0.0,3.0,1.0,0.0,0.0,52,0.0,4.0,1.0,2.0,1.0,1
7083,4.0,0.0,0.0,2,-4.54,17,0.0,0.0,5,0.0,0,0,0,0.0,0.0,0.5,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16,0,0,0.0,2.0,0.6,0.4,0.0,49,0.25,4.0,0.75,4.0,0.6,1
7084,2.0,0.0,0.0,1,-2.81,3,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,0,0,0.0,2.0,1.0,0.0,0.0,7,0.5,2.0,0.5,0.0,1.0,1
7085,6.0,0.0,0.0,2,-4.94,17,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,0,0.0,1.0,1.0,0.0,0.0,64,0.0,3.0,1.0,2.0,1.0,1
7086,12.0,0.0,0.0,2,-4.96,24,0.0,0.0,4,1.0,3,0,0,0.0,0.0,0.0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,2,0.0,2.0,1.0,0.0,0.0,56,0.0,2.0,1.0,1.0,1.0,1
7087,4.0,0.0,0.0,2,-6.12,70,0.0,0.0,25,0.0,0,1,1,0.0,0.0,0.17,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,0,0,2.0,7.0,0.94,0.06,6.0,279,0.06,16.0,0.94,14.0,1.0,2
7089,6.0,0.0,0.0,2,-4.63,11,0.0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,0,0.0,2.0,1.0,0.0,0.0,34,0.0,2.0,1.0,5.0,1.0,1
7090,7.0,0.0,0.0,3,-3.85,7,0.0,1.0,1,0.0,0,1,1,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,1.0,0.0,0.0,17,1.0,1.0,0.0,1.0,1.0,1
7091,5.0,0.0,0.0,3,-6.67,112,0.0,0.0,30,1.0,13,0,0,0.0,0.0,0.09,6,0.1,0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,103,0,4,2.0,13.0,0.82,0.18,0.0,313,0.29,21.0,0.71,26.0,1.0,2
7092,6.0,0.0,0.0,2,-5.62,31,0.0,0.0,14,0.0,5,0,0,0.0,0.0,0.33,2,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28,0,1,1.0,3.0,1.0,0.0,0.0,117,0.0,5.0,1.0,11.0,1.0,0
7093,5.0,0.0,0.0,2,-6.36,89,0.0,0.0,32,1.0,7,0,0,0.0,0.0,0.25,1,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,0,3,6.0,12.0,0.88,0.12,0.0,297,0.17,18.0,0.83,16.0,1.0,2
7094,7.0,0.0,0.0,3,-4.06,7,0.0,1.0,1,0.0,0,1,1,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,1.0,0.0,0.0,18,1.0,1.0,0.0,1.0,1.0,1
7095,4.0,0.0,0.0,1,-3.81,4,0.0,0.0,1,0.0,2,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,1.0,1.0,0.0,0.0,14,0.0,1.0,1.0,0.0,1.0,1
7096,5.0,0.0,0.0,1,-5.44,21,0.0,0.0,10,0.0,4,0,0,0.0,0.0,0.33,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,1,2.0,3.0,1.0,0.0,2.0,83,0.0,4.0,1.0,7.0,1.0,4
7097,6.0,0.0,0.0,2,-3.85,13,0.0,0.0,6,0.0,0,0,0,0.0,0.0,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,0,2.0,2.0,0.5,0.5,0.0,38,0.0,2.0,1.0,6.0,1.0,1
7098,8.0,0.0,0.0,2,-4.39,8,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,0,0,1.0,1.0,1.0,0.0,0.0,21,0.0,1.0,1.0,2.0,1.0,1
7099,6.0,0.0,0.0,1,-5.18,18,0.0,0.0,5,3.0,5,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,2,0.0,1.0,1.0,0.0,0.0,84,0.0,3.0,1.0,2.0,1.0,4
7100,7.0,0.03,0.0,5,-6.69,113,1.0,1.0,44,4.0,11,0,0,0.0,0.0,0.12,15,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,1,2,0.0,4.0,0.86,0.14,0.0,454,0.27,15.0,0.73,25.0,0.86,3
7101,4.0,0.0,0.0,2,-5.44,20,0.0,0.0,8,0.0,0,0,0,0.0,0.0,0.0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,0,0.0,1.0,1.0,0.0,0.0,80,0.0,5.0,1.0,4.0,1.0,1
7102,7.0,0.0,0.0,1,-4.66,20,0.0,0.0,5,0.0,3,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,0,0.0,3.0,1.0,0.0,0.0,49,0.0,3.0,1.0,4.0,1.0,1
7103,10.0,0.0,0.0,2,-5.8,91,0.0,0.0,28,0.0,3,0,0,0.0,0.0,0.25,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,0,3,3.0,5.0,0.9,0.1,1.0,243,0.0,9.0,1.0,15.0,1.0,2
7104,2.0,0.0,0.0,1,-2.81,3,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,0,0,0.0,2.0,1.0,0.0,0.0,7,0.5,2.0,0.5,0.0,1.0,1
7105,4.0,0.0,0.0,2,-6.02,42,0.0,0.0,6,0.0,5,0,0,0.0,0.0,0.0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,41,0,2,0.0,6.0,0.92,0.08,2.0,128,0.0,10.0,1.0,2.0,1.0,0
7106,4.0,0.0,0.0,2,-5.83,45,0.0,0.0,13,3.0,4,0,0,0.0,0.0,0.15,2,0.0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,38,0,0,2.0,4.0,1.0,0.0,0.0,137,0.36,11.0,0.64,9.0,1.0,0
7107,3.0,0.0,0.0,2,-4.17,6,0.0,0.0,3,0.0,1,0,0,0.0,0.0,0.33,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6,0,0,1.0,2.0,1.0,0.0,0.0,24,0.5,2.0,0.5,3.0,1.0,1
7108,10.0,0.0,0.0,2,-5.65,72,0.0,0.0,26,0.0,0,0,0,0.0,0.0,0.22,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,0,0,2.0,5.0,0.78,0.22,0.0,229,0.0,7.0,1.0,10.0,1.0,2
7109,3.0,0.0,0.0,2,-3.7,6,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.33,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0,0,1.0,2.0,1.0,0.0,0.0,13,0.5,2.0,0.5,0.0,1.0,1
7110,8.0,0.0,0.0,2,-5.82,70,0.0,0.0,8,0.0,0,0,0,0.0,0.0,0.18,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,0,0,2.0,8.0,1.0,0.0,0.0,176,0.0,9.0,1.0,7.0,0.83,0
7111,5.0,0.0,0.0,2,-5.68,14,0.0,0.0,1,0.0,2,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,1,0.0,2.0,1.0,0.0,2.0,65,0.0,3.0,1.0,1.0,1.0,1
7112,7.0,0.0,0.0,2,-5.63,55,0.0,0.0,12,1.0,1,1,1,0.0,0.0,0.11,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,0,1,1.0,6.0,0.85,0.15,0.0,138,0.0,8.0,1.0,4.0,1.0,0
7113,10.0,0.0,0.0,3,-5.79,317,0.0,0.0,84,0.0,6,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,0,5,0.0,3.0,1.0,0.0,0.0,945,0.0,30.0,1.0,30.0,0.54,5
7114,2.0,0.0,0.0,1,-3.98,4,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,1.0,1.0,0.0,0.0,21,0.0,2.0,1.0,2.0,1.0,1
7115,4.0,0.0,0.0,2,-5.22,29,0.0,0.0,11,0.0,15,0,0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,22,0,6,0.0,4.0,1.0,0.0,0.0,86,0.62,8.0,0.38,0.0,1.0,4
7116,12.0,0.0,0.0,3,-6.13,94,0.0,0.0,27,0.0,2,0,0,0.0,0.0,0.11,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,0,1,1.0,2.0,0.78,0.22,0.0,341,0.0,8.0,1.0,16.0,1.0,2
7117,4.0,0.0,0.0,2,-3.58,4,0.0,0.0,0,0.0,0,1,1,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,1.0,1.0,0.0,1.0,12,0.0,1.0,1.0,0.0,1.0,1
7118,10.0,0.0,0.0,3,-4.11,10,0.0,1.0,1,0.0,0,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,0,0,0.0,0.0,1.0,0.0,0.0,28,1.0,1.0,0.0,1.0,1.0,1
7119,6.0,0.03,0.0,2,-5.51,37,0.0,0.0,6,1.0,0,0,0,0.0,0.0,0.25,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0,0,2.0,6.0,0.89,0.11,0.0,99,0.0,6.0,1.0,5.0,1.0,0
7120,1.0,0.0,0.0,1,-1.0,1,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,2,1.0,1.0,0.0,0.0,0.0,1
7122,8.0,0.0,0.0,3,-6.43,102,0.0,0.0,35,3.0,19,0,0,0.0,0.0,0.14,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,0,10,2.0,4.0,1.0,0.0,6.0,397,0.0,12.0,1.0,19.0,1.0,3
7123,16.0,0.0,0.0,3,-4.85,16,0.0,1.0,2,0.0,0,0,0,0.0,0.0,1.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,0,0.0,0.0,1.0,0.0,0.0,46,1.0,1.0,0.0,3.0,1.0,1
7124,5.0,0.0,0.0,2,-3.25,5,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0.0,1.0,0.0,0.0,0.0,12,1.0,1.0,0.0,4.0,0.0,1
7126,6.0,0.02,0.0,2,-6.2,107,0.0,0.0,30,0.0,18,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,91,0,5,0.0,6.0,0.88,0.12,0.0,314,0.0,18.0,0.89,5.0,0.83,2
7127,4.0,0.0,0.0,2,-4.4,8,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.33,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7,0,0,1.0,2.0,1.0,0.0,0.0,25,0.0,2.0,1.0,4.0,1.0,1
7128,7.0,0.0,0.0,2,-5.78,20,0.0,0.0,6,0.0,3,0,0,0.0,0.0,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,2,0.0,1.0,1.0,0.0,0.0,71,0.0,3.0,1.0,3.0,1.0,1
7129,9.0,0.0,0.0,1,-5.37,18,0.0,0.0,2,1.0,3,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,2,0.0,2.0,1.0,0.0,1.0,66,0.0,2.0,1.0,1.0,1.0,1
7130,5.0,0.0,0.0,2,-4.07,19,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0.0,2.0,1.0,0.0,0.0,62,0.0,4.0,1.0,0.0,1.0,1
7131,4.0,0.0,0.0,2,-5.97,41,0.0,0.0,24,0.0,9,1,2,0.0,0.0,0.38,4,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,40,0,4,6.0,5.0,1.0,0.0,3.0,144,0.3,10.0,0.7,12.0,1.0,0
7132,4.0,0.0,0.0,2,-4.03,8,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,0.0,1.0,1.0,0.0,0.0,29,0.0,2.0,1.0,0.0,1.0,1
7133,10.0,0.0,0.0,2,-5.02,19,0.0,0.0,6,0.0,0,0,0,0.0,0.0,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,0,2.0,2.0,1.0,0.0,0.0,58,0.0,2.0,1.0,5.0,1.0,1
7134,10.0,0.04,0.0,3,-6.25,57,0.0,1.0,35,0.0,22,1,1,0.0,0.0,0.17,1,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43,0,17,0.0,4.0,1.0,0.0,0.0,250,0.17,6.0,0.83,8.0,1.0,2
7135,3.0,0.0,0.0,2,-4.23,16,0.0,0.0,4,0.0,2,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,14,0,1,0.0,2.0,1.0,0.0,0.0,41,0.0,5.0,1.0,3.0,1.0,1
7136,7.0,0.0,0.0,2,-6.51,47,0.0,0.0,26,0.0,14,0,0,0.0,0.0,0.12,0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0,9,1.0,6.0,0.86,0.14,1.0,192,0.0,7.0,1.0,6.0,1.0,0
7138,107.0,0.0,0.0,3,-6.25,107,1.0,1.0,33,0.0,4,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,96,0,4,8.0,0.0,1.0,0.0,0.0,428,1.0,1.0,0.0,10.0,0.9,3
7139,7.0,0.0,0.0,2,-5.76,83,0.0,0.0,16,0.0,6,0,0,0.0,0.0,0.08,8,0.0,0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,44,0,1,1.0,5.0,0.75,0.25,0.0,194,0.67,12.0,0.33,9.0,1.0,2
7140,8.0,0.0,0.0,2,-6.05,46,0.0,0.0,15,0.0,2,0,0,0.0,0.0,0.29,4,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0,1,2.0,5.0,0.86,0.14,0.0,146,0.0,6.0,1.0,13.0,1.0,0
7141,5.0,0.0,0.0,3,-5.82,53,0.0,0.0,27,0.0,1,0,0,0.0,0.0,0.45,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,1,0,1.0,2.0,0.86,0.14,0.0,203,0.4,10.0,0.6,23.0,1.0,0
7142,8.0,0.02,0.0,3,-6.11,99,0.0,0.0,52,1.0,1,0,0,0.0,0.0,0.15,38,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91,0,0,0.0,6.0,0.79,0.21,0.0,426,0.0,13.0,1.0,32.0,1.0,3
7143,6.0,0.0,0.0,2,-3.92,12,0.0,0.0,4,0.0,0,0,0,0.0,0.0,0.0,4,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0,0.0,1.0,0.5,0.5,0.0,40,0.0,2.0,1.0,2.0,0.5,1
7144,9.0,0.14,0.0,2,-6.23,72,0.0,0.0,19,0.0,1,0,0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57,0,0,0.0,5.0,0.83,0.17,0.0,225,0.0,8.0,1.0,10.0,1.0,2
7145,32.0,0.0,0.0,3,-4.84,32,0.0,0.0,3,0.0,0,0,0,0.0,0.0,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27,0,0,1.0,1.0,1.0,0.0,0.0,63,0.0,1.0,1.0,7.0,1.0,4
7146,5.0,0.09,0.0,2,-5.07,23,0.0,0.0,7,1.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0,0.0,4.0,1.0,0.0,1.0,83,0.0,5.0,1.0,4.0,1.0,4
7147,12.0,0.0,0.0,2,-4.77,13,0.0,0.0,7,0.0,0,0,0,0.0,0.0,1.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0,0.0,0.0,1.0,0.0,0.0,49,0.0,1.0,1.0,7.0,1.0,1
7148,6.0,0.0,0.0,2,-6.53,121,0.0,0.0,40,1.0,2,0,0,0.0,0.0,0.28,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,0,5,8.0,12.0,0.95,0.05,1.0,390,0.05,21.0,0.95,22.0,1.0,3
7149,4.0,0.0,0.0,2,-4.2,15,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0.0,2.0,1.0,0.0,0.0,52,0.0,4.0,1.0,0.0,1.0,1
7150,3.0,0.0,0.0,1,-4.52,6,0.0,0.0,0,2.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0.0,1.0,1.0,0.0,0.0,28,0.0,2.0,1.0,0.0,1.0,1
7151,6.0,0.0,0.0,2,-6.56,156,0.0,0.0,82,0.0,45,0,0,0.0,0.0,0.04,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148,0,31,1.0,4.0,0.88,0.12,1.0,591,0.0,26.0,1.0,31.0,1.0,3
7152,3.0,0.0,0.0,1,-3.2,8,0.0,0.0,4,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8,0,1,0.0,1.0,0.0,0.0,0.0,18,1.0,3.0,0.0,0.0,0.0,1
7154,10.0,0.0,0.0,2,-4.95,29,0.0,0.0,5,1.0,3,0,0,0.0,0.0,0.25,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,3,1.0,3.0,1.0,0.0,0.0,71,0.0,3.0,1.0,4.0,1.0,1
7155,5.0,0.0,0.0,2,-3.67,25,0.0,0.0,5,0.0,10,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0,0.0,1.0,1.0,0.0,0.0,60,0.0,5.0,1.0,1.0,1.0,1
7156,5.0,0.0,0.0,2,-4.97,14,0.0,0.0,3,1.0,0,0,0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0.0,3.0,1.0,0.0,0.0,43,0.33,3.0,0.67,7.0,1.0,1
7157,9.0,0.0,0.0,2,-3.52,9,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0.0,1.0,1.0,0.0,0.0,14,0.0,1.0,1.0,2.0,1.0,1
7158,8.0,0.0,0.0,2,-4.8,17,0.0,0.0,3,1.0,0,0,0,0.0,0.0,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0.0,2.0,0.5,0.5,0.0,42,0.0,2.0,1.0,7.0,1.0,1
7159,5.0,0.0,0.0,2,-4.97,27,0.0,0.0,5,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27,0,0,0.0,4.0,0.86,0.14,0.0,84,0.0,5.0,1.0,5.0,1.0,4
7160,6.0,0.0,0.0,2,-4.19,6,0.0,0.0,2,0.0,0,0,0,0.0,0.0,1.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,1.0,0.0,0.0,22,0.0,1.0,1.0,2.0,1.0,1
7161,5.0,0.0,0.0,2,-6.15,48,0.0,0.0,11,2.0,0,1,1,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47,0,0,0.0,7.0,0.67,0.33,1.0,172,0.0,9.0,1.0,4.0,1.0,0
7162,10.0,0.0,0.0,2,-5.66,71,0.0,0.0,73,1.0,7,0,0,0.0,0.0,0.46,24,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0,30,6.0,5.0,0.78,0.22,0.0,357,0.0,7.0,1.0,20.0,0.78,2
7163,2.0,0.0,0.0,1,-2.0,2,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0,0,0.0,1.0,0.0,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,1
7164,4.0,0.0,0.0,2,-4.63,15,0.0,0.0,1,1.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,0,0.0,4.0,0.83,0.17,0.0,40,0.0,4.0,1.0,1.0,1.0,1
7165,7.0,0.0,0.0,1,-5.54,46,0.0,0.0,16,4.0,9,0,0,0.0,0.0,0.12,1,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0,6,1.0,4.0,1.0,0.0,0.0,156,0.0,7.0,0.71,4.0,0.71,0
7166,8.0,0.0,0.0,2,-5.69,38,0.0,0.0,11,0.0,1,0,0,0.0,0.0,0.0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34,0,0,0.0,4.0,0.71,0.29,0.0,132,0.0,5.0,1.0,5.0,1.0,0
7167,2.0,0.0,0.0,1,-3.73,5,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0.0,1.0,1.0,0.0,0.0,21,0.0,2.0,1.0,0.0,1.0,1
7168,7.0,0.0,0.0,2,-5.31,73,0.0,0.0,14,2.0,0,1,1,0.0,0.0,0.17,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,0,0,2.0,5.0,0.93,0.07,0.0,150,0.0,10.0,1.0,6.0,0.86,0
7169,11.0,0.0,0.0,3,-5.05,33,0.0,0.0,18,0.0,2,0,0,0.0,0.0,0.67,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31,0,3,0.0,1.0,0.5,0.5,0.0,104,0.33,3.0,0.67,9.0,1.0,0
