,atss_count,bloc_count_relative,cloc_count_relative,dpt_count,etp_count,loc_count,nbeh_count_relative,nbl_count,ncd_count,ncmd_count,nco_count,ndk_count,ndk_count_occurrences,ndm_count,ndm_count_occurrences,nemd_count_relative,nfl_count,nfmd_count_relative,nicd_count,nierr_count,nimpr_count,nimpt_count,ninc_count,nincr_count,ninct_count,nincv_count,nkeys_count,nlk_count,nlo_count,nlp_count,nmd_count,nnnv_count_relative,nnwv_count_relative,nsh_count,ntkn_count,ntnn_count_relative,nts_count,ntun_count_relative,ntvr_count,nun_count_relative,clusters
1207,15.0,0.0,0.0,3,-4.94,45,0.0,0.0,25,0.0,0,0,0,0.0,0.0,0.25,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,0,0,1.0,2.0,0.75,0.25,0.0,149,0.0,3.0,1.0,11.0,1.0,0
1208,7.0,0.0,0.0,2,-5.62,53,0.0,0.0,32,0.0,9,0,0,0.0,0.0,0.0,7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,0,9,0.0,4.0,0.8,0.2,0.0,205,0.0,8.0,1.0,14.0,0.8,2
1209,7.0,0.0,0.0,2,-5.02,14,0.0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,0,0.0,2.0,1.0,0.0,0.0,43,0.0,2.0,1.0,5.0,1.0,1
1210,11.0,0.0,0.0,2,-4.93,32,0.0,0.0,3,0.0,3,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,0,0.0,3.0,1.0,0.0,0.0,79,0.0,3.0,1.0,0.0,1.0,4
1211,2.0,0.0,0.0,1,-2.0,2,0.0,0.0,0,1.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,1.0,0.0,0.0,0.0,4,1.0,1.0,0.0,1.0,0.0,1
1212,4.0,0.0,0.0,2,-4.47,15,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0.0,2.0,1.0,0.0,0.0,58,0.0,4.0,1.0,0.0,1.0,1
1213,16.0,0.0,0.0,3,-6.94,574,0.0,2.0,42,11.0,1,0,0,0.0,0.0,0.06,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,300,0,0,1.0,6.0,0.98,0.02,0.0,1344,0.0,35.0,0.94,8.0,0.86,3
1214,4.0,0.0,0.0,2,-5.02,25,0.0,0.0,6,0.0,0,0,0,0.0,0.0,0.0,0,0.17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,0,0.0,4.0,1.0,0.0,0.0,78,0.17,6.0,0.83,6.0,1.0,1
1215,10.0,0.03,0.0,2,-5.2,31,0.0,0.0,7,0.0,4,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,4,0.0,3.0,1.0,0.0,0.0,87,0.0,3.0,0.33,2.0,0.33,4
1216,8.0,0.0,0.0,2,-5.74,23,0.0,1.0,8,1.0,11,0,0,0.0,0.0,0.33,0,0.0,0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,18,0,4,0.0,2.0,1.0,0.0,0.0,103,0.33,3.0,0.67,1.0,1.0,0
1217,4.0,0.0,0.0,2,-5.47,31,0.0,0.0,7,0.0,0,0,0,0.0,0.0,0.0,0,0.14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,0,0.0,5.0,1.0,0.0,0.0,92,0.14,7.0,0.86,5.0,1.0,0
1218,6.0,0.0,0.0,2,-5.04,24,0.0,0.0,2,0.0,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,0,0,0.0,3.0,1.0,0.0,0.0,43,0.5,4.0,0.5,1.0,1.0,1
1219,80.0,0.0,0.0,3,-5.65,81,0.0,1.0,27,0.0,2,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,0,2,2.0,0.0,0.67,0.33,0.0,245,0.0,1.0,1.0,18.0,1.0,2
1220,6.0,0.0,0.0,2,-4.82,12,0.0,0.0,3,0.0,0,0,0,0.0,0.0,0.67,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0,1.0,1.0,1.0,0.0,0.0,35,0.0,2.0,1.0,4.0,1.0,1
1221,9.0,0.11,0.0,1,-5.37,27,0.0,0.0,6,2.0,0,0,0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,0,0.0,2.0,1.0,0.0,1.0,126,0.0,3.0,1.0,7.0,1.0,0
1222,6.0,0.0,0.0,2,-5.89,65,0.0,0.0,7,10.0,5,0,0,0.0,0.0,0.0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0,1,0.0,2.0,1.0,0.0,0.0,249,0.0,11.0,0.82,13.0,0.82,2
1223,17.0,0.12,0.0,2,-4.84,17,0.0,1.0,4,0.0,2,0,0,0.0,0.0,1.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,0,0.0,0.0,1.0,0.0,0.0,49,1.0,1.0,0.0,4.0,1.0,1
1224,6.0,0.09,0.0,2,-5.26,11,0.0,0.0,2,0.0,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0.0,2.0,1.0,0.0,0.0,49,0.0,2.0,1.0,4.0,1.0,1
1225,4.0,0.0,0.0,2,-5.64,33,0.0,0.0,10,0.0,1,0,0,0.0,0.0,0.0,14,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28,0,1,0.0,2.0,1.0,0.0,0.0,131,0.22,9.0,0.78,10.0,1.0,0
1226,6.0,0.0,0.0,3,-6.12,212,0.0,0.0,70,0.0,0,0,0,0.0,0.0,0.18,30,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204,0,0,8.0,5.0,0.75,0.25,0.0,671,0.35,37.0,0.27,21.0,0.31,5
1227,35.0,0.0,0.0,3,-5.62,35,0.0,1.0,12,0.0,4,0,0,0.0,0.0,1.0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,0,2.0,0.0,1.0,0.0,0.0,87,1.0,1.0,0.0,6.0,1.0,4
1228,8.0,0.0,0.0,2,-5.14,30,0.0,0.0,13,0.0,0,0,0,0.0,0.0,0.5,0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,0,4.0,4.0,0.8,0.2,0.0,109,0.0,4.0,1.0,4.0,1.0,0
1230,11.0,0.0,0.0,2,-5.55,206,0.0,0.0,98,0.0,6,0,0,0.0,0.0,0.0,52,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192,4,5,0.0,3.0,1.0,0.0,0.0,804,0.0,18.0,1.0,21.0,1.0,5
1231,6.0,0.0,0.0,2,-4.95,24,0.0,0.0,3,0.0,0,0,0,0.0,0.0,0.2,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,0,1.0,4.0,0.86,0.14,0.0,65,0.0,4.0,1.0,3.0,1.0,1
1232,10.0,0.0,0.0,2,-4.98,19,0.0,0.0,3,0.0,0,0,0,0.0,0.0,0.33,0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,0,1.0,2.0,1.0,0.0,1.0,51,0.0,2.0,1.0,3.0,1.0,1
1233,5.0,0.0,0.0,2,-3.25,5,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0.0,1.0,0.0,0.0,0.0,12,1.0,1.0,0.0,4.0,0.0,1
1234,9.0,0.0,0.0,2,-5.42,70,0.0,0.0,27,0.0,12,0,0,0.0,0.0,0.11,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,0,9,1.0,2.0,0.88,0.12,0.0,227,0.0,8.0,1.0,12.0,1.0,2
1235,10.0,0.0,0.0,2,-4.4,10,0.0,0.0,5,0.0,1,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,1.0,0.0,1.0,0.0,0.0,28,0.0,1.0,1.0,3.0,1.0,1
1236,2.0,0.0,0.0,1,-3.93,10,0.0,0.0,5,0.0,4,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10,0,1,0.0,2.0,1.0,0.0,0.0,33,0.8,5.0,0.2,0.0,1.0,1
1237,1.0,0.0,0.0,1,-1.0,1,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,2,1.0,1.0,0.0,0.0,0.0,1
1238,8.0,0.0,0.0,3,-6.33,84,0.0,0.0,33,0.0,11,0,0,0.0,0.0,0.17,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,0,11,2.0,3.0,0.86,0.14,0.0,280,0.3,10.0,0.7,17.0,1.0,2
1239,5.0,0.0,0.0,2,-5.8,71,0.0,0.0,16,0.0,3,0,0,0.0,0.0,0.14,16,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,39,0,1,2.0,5.0,1.0,0.0,0.0,219,0.54,13.0,0.46,7.0,1.0,2
